strategy,symbol,risk_pct,trades,annual_return_pct,max_dd_pct,winrate_pct,profit_factor,sharpe,years,final_balance,long_pct,short_pct,trades_per_month,best_month,best_month_pnl,worst_month,worst_month_pnl
regime_switch_hybrid,1000PEPEUSDT,0.25,219,8.74,4.07,39.73,1.6526,1.925,3.0,128630.76,43.4,56.6,6.08,2025-07,4791.78,2024-09,-1628.69
regime_switch_hybrid,1000PEPEUSDT,0.5,219,18.03,7.98,39.73,1.6308,1.925,3.0,164518.47,43.4,56.6,6.08,2025-07,11392.78,2024-09,-3640.32
regime_switch_hybrid,1000PEPEUSDT,0.75,219,27.87,11.75,39.73,1.61,1.925,3.0,209235.93,43.4,56.6,6.08,2025-07,20240.05,2024-09,-6089.32
regime_switch_hybrid,1000PEPEUSDT,1.0,219,38.27,15.38,39.73,1.5902,1.925,3.0,264627.99,43.4,56.6,6.08,2025-07,31845.34,2024-09,-9034.89
momentum_breakout,1000PEPEUSDT,0.25,89,-0.04,3.12,29.21,0.9923,0.0,3.0,99876.15,50.6,49.4,2.47,2024-02,1585.97,2023-06,-1175.23
momentum_breakout,1000PEPEUSDT,0.5,89,-0.13,6.17,29.21,0.9882,0.001,3.0,99614.4,50.6,49.4,2.47,2024-02,3161.11,2023-06,-2359.2
momentum_breakout,1000PEPEUSDT,0.75,89,-0.26,9.14,29.21,0.9841,0.002,3.0,99216.78,50.6,49.4,2.47,2024-02,4724.52,2023-06,-3551.67
momentum_breakout,1000PEPEUSDT,1.0,89,-0.44,12.04,29.21,0.9801,0.002,3.0,98685.87,50.6,49.4,2.47,2024-02,6275.31,2023-06,-4752.37
ema_crossover,1000PEPEUSDT,0.25,196,18.02,1.95,41.84,3.468,0.825,3.0,164475.04,50.0,50.0,5.44,2024-02,39713.98,2024-04,-1647.05
ema_crossover,1000PEPEUSDT,0.5,196,35.42,3.86,41.84,3.1486,0.825,3.0,248620.83,50.0,50.0,5.44,2024-02,82554.18,2024-04,-4377.78
ema_crossover,1000PEPEUSDT,0.75,196,52.67,5.75,41.84,2.9304,0.825,3.0,356336.02,50.0,50.0,5.44,2024-02,128534.9,2025-05,-8437.23
ema_crossover,1000PEPEUSDT,1.0,196,69.98,7.6,41.84,2.7729,0.825,3.0,491988.93,50.0,50.0,5.44,2024-02,177663.54,2025-05,-14338.88
bb_mean_reversion,1000PEPEUSDT,0.25,3246,-69.53,97.34,28.1,0.5763,-5.103,3.0,2816.07,50.6,49.4,90.06,2023-05,2293.71,2023-07,-11609.16
bb_mean_reversion,1000PEPEUSDT,0.5,3246,-88.64,99.87,28.1,0.5959,-5.16,3.0,145.53,50.6,49.4,90.06,2023-05,4496.8,2023-09,-17244.6
bb_mean_reversion,1000PEPEUSDT,0.75,3246,-95.36,99.99,28.1,0.6255,-5.184,3.0,9.88,50.6,49.4,90.06,2023-05,6610.96,2023-07,-20209.42
bb_mean_reversion,1000PEPEUSDT,1.0,3246,-98.02,100.0,28.1,0.6496,-5.243,3.0,0.76,50.6,49.4,90.06,2023-05,8637.9,2023-06,-23549.25
volatility_breakout,1000PEPEUSDT,0.25,271,-4.33,14.42,25.46,0.7579,-1.207,3.0,87563.95,43.9,56.1,7.52,2024-11,3213.55,2025-09,-3139.01
volatility_breakout,1000PEPEUSDT,0.5,271,-8.58,26.99,25.46,0.7551,-1.207,3.0,76370.54,43.9,56.1,7.52,2024-11,6091.55,2025-09,-5818.85
volatility_breakout,1000PEPEUSDT,0.75,271,-12.77,37.92,25.46,0.7523,-1.207,3.0,66345.41,43.9,56.1,7.52,2024-11,8647.01,2025-09,-8068.05
volatility_breakout,1000PEPEUSDT,1.0,271,-16.87,47.39,25.46,0.7496,-1.208,3.0,57410.23,43.9,56.1,7.52,2024-11,10894.07,2025-09,-9917.01
regime_switch_hybrid,AAVEUSDT,0.25,104,11.64,2.9,38.46,1.7509,1.802,1.3,115360.43,49.0,51.0,6.68,2025-10,4446.0,2025-08,-2241.65
regime_switch_hybrid,AAVEUSDT,0.5,104,24.17,5.74,38.46,1.7406,1.801,1.3,132424.86,49.0,51.0,6.68,2025-10,9309.3,2025-08,-4748.08
regime_switch_hybrid,AAVEUSDT,0.75,104,37.6,8.51,38.46,1.7301,1.801,1.3,151299.39,49.0,51.0,6.68,2025-10,14593.9,2025-08,-7532.81
regime_switch_hybrid,AAVEUSDT,1.0,104,51.96,11.21,38.46,1.7193,1.8,1.3,172086.8,49.0,51.0,6.68,2025-10,20301.4,2025-08,-10609.06
momentum_breakout,AAVEUSDT,0.25,42,-1.96,3.44,23.81,0.6914,-1.017,1.3,97468.08,50.0,50.0,2.7,2025-08,591.78,2026-02,-1258.86
momentum_breakout,AAVEUSDT,0.5,42,-3.92,6.81,23.81,0.6894,-1.016,1.3,94947.77,50.0,50.0,2.7,2025-08,1164.54,2026-02,-2472.05
momentum_breakout,AAVEUSDT,0.75,42,-5.88,10.1,23.81,0.6874,-1.016,1.3,92441.78,50.0,50.0,2.7,2025-08,1718.22,2026-02,-3638.98
momentum_breakout,AAVEUSDT,1.0,42,-7.84,13.32,23.81,0.6854,-1.016,1.3,89952.71,50.0,50.0,2.7,2025-08,2252.77,2026-02,-4759.17
ema_crossover,AAVEUSDT,0.25,85,0.54,1.63,37.65,1.0726,0.25,1.3,100700.06,50.6,49.4,5.46,2025-12,1374.83,2025-01,-799.45
ema_crossover,AAVEUSDT,0.5,85,1.0,3.24,37.65,1.0673,0.248,1.3,101296.92,50.6,49.4,5.46,2025-12,2727.51,2025-01,-1596.11
ema_crossover,AAVEUSDT,0.75,85,1.38,4.83,37.65,1.062,0.246,1.3,101790.26,50.6,49.4,5.46,2025-12,4055.94,2025-01,-2389.96
ema_crossover,AAVEUSDT,1.0,85,1.81,6.41,37.65,1.0614,0.256,1.3,102350.12,50.6,49.4,5.46,2025-12,5367.08,2025-01,-3019.89
bb_mean_reversion,AAVEUSDT,0.25,1322,-74.47,82.99,27.84,0.5507,-7.007,1.3,17011.4,51.1,48.9,84.92,2026-04,-1297.4,2025-06,-10040.09
bb_mean_reversion,AAVEUSDT,0.5,1322,-90.65,95.38,27.84,0.6035,-6.461,1.3,4619.99,51.1,48.9,84.92,2026-04,-671.07,2025-01,-13822.04
bb_mean_reversion,AAVEUSDT,0.75,1322,-95.95,98.44,27.84,0.6402,-6.016,1.3,1562.24,51.1,48.9,84.92,2026-04,-326.36,2025-01,-19018.12
bb_mean_reversion,AAVEUSDT,1.0,1322,-98.07,99.4,27.84,0.6658,-5.665,1.3,597.0,51.1,48.9,84.92,2026-04,-156.38,2025-01,-23022.33
volatility_breakout,AAVEUSDT,0.25,135,-1.21,6.69,30.37,0.9382,-0.279,1.3,98427.82,43.0,57.0,8.67,2026-03,2598.24,2025-12,-2370.75
volatility_breakout,AAVEUSDT,0.5,135,-2.58,12.99,30.37,0.9333,-0.279,1.3,96671.49,43.0,57.0,8.67,2026-03,5029.0,2025-12,-4535.57
volatility_breakout,AAVEUSDT,0.75,135,-4.08,18.91,30.37,0.9283,-0.279,1.3,94743.02,43.0,57.0,8.67,2026-03,7286.77,2025-12,-6499.03
volatility_breakout,AAVEUSDT,1.0,135,-5.71,24.48,30.37,0.9233,-0.279,1.3,92655.19,43.0,57.0,8.67,2026-03,9367.66,2025-12,-8266.55
regime_switch_hybrid,ADAUSDT,0.25,243,9.83,3.5,40.74,1.6327,2.046,3.0,132518.8,37.4,62.6,6.74,2025-12,4049.58,2025-04,-2678.84
regime_switch_hybrid,ADAUSDT,0.5,243,20.35,6.89,40.74,1.6144,2.045,3.0,174448.4,37.4,62.6,6.74,2025-12,10167.91,2025-04,-6442.49
regime_switch_hybrid,ADAUSDT,0.75,243,31.6,10.2,40.74,1.5974,2.045,3.0,228139.03,37.4,62.6,6.74,2025-12,19041.84,2025-04,-11572.02
regime_switch_hybrid,ADAUSDT,1.0,243,43.59,13.41,40.74,1.5816,2.044,3.0,296418.67,37.4,62.6,6.74,2025-12,31524.83,2025-04,-18400.1
momentum_breakout,ADAUSDT,0.25,91,-0.34,4.07,28.57,0.9386,-0.132,3.0,98967.58,56.0,44.0,2.52,2024-11,1610.77,2023-11,-2334.46
momentum_breakout,ADAUSDT,0.5,91,-0.73,8.01,28.57,0.9348,-0.132,3.0,97809.45,56.0,44.0,2.52,2024-11,3246.21,2023-11,-4640.36
momentum_breakout,ADAUSDT,0.75,91,-1.17,11.83,28.57,0.9311,-0.132,3.0,96531.18,56.0,44.0,2.52,2024-11,4902.71,2023-11,-6917.11
momentum_breakout,ADAUSDT,1.0,91,-1.65,15.52,28.57,0.9274,-0.132,3.0,95138.7,56.0,44.0,2.52,2024-11,6576.56,2023-11,-9164.1
ema_crossover,ADAUSDT,0.25,240,1.43,3.71,32.5,1.1446,0.318,3.0,104352.18,50.0,50.0,6.66,2024-11,5521.71,2026-04,-1870.53
ema_crossover,ADAUSDT,0.5,240,2.65,7.38,32.5,1.1307,0.318,3.0,108175.57,50.0,50.0,6.66,2024-11,11218.57,2026-04,-3896.86
ema_crossover,ADAUSDT,0.75,240,3.67,11.01,32.5,1.1178,0.318,3.0,111442.11,50.0,50.0,6.66,2024-11,17052.76,2026-04,-6051.73
ema_crossover,ADAUSDT,1.0,240,4.63,14.25,32.5,1.1093,0.324,3.0,114574.02,50.0,50.0,6.66,2024-11,22986.11,2026-04,-8338.15
bb_mean_reversion,ADAUSDT,0.25,3316,-84.78,99.65,27.17,0.3741,-8.865,3.0,350.38,53.0,47.0,92.01,2024-03,314.76,2023-06,-18319.13
bb_mean_reversion,ADAUSDT,0.5,3316,-96.4,100.0,27.17,0.3709,-8.323,3.0,4.62,53.0,47.0,92.01,2024-03,178.77,2023-06,-31257.32
bb_mean_reversion,ADAUSDT,0.75,3316,-98.91,100.0,27.17,0.3651,-7.761,3.0,0.13,53.0,47.0,92.01,2024-03,103.96,2023-06,-40821.38
bb_mean_reversion,ADAUSDT,1.0,3316,-99.62,100.0,27.17,0.3693,-7.392,3.0,0.01,53.0,47.0,92.01,2024-03,68.0,2023-06,-47423.48
volatility_breakout,ADAUSDT,0.25,290,0.14,6.36,32.41,1.0077,0.055,3.0,100421.96,46.9,53.1,8.05,2024-01,2724.67,2025-09,-2616.34
volatility_breakout,ADAUSDT,0.5,290,0.12,12.36,32.41,1.0033,0.055,3.0,100361.09,46.9,53.1,8.05,2024-01,5465.85,2025-09,-5268.68
volatility_breakout,ADAUSDT,0.75,290,-0.06,18.02,32.41,0.9989,0.055,3.0,99821.18,46.9,53.1,8.05,2024-01,8215.27,2025-09,-7928.07
volatility_breakout,ADAUSDT,1.0,290,-0.4,23.34,32.41,0.9945,0.055,3.0,98812.78,46.9,53.1,8.05,2024-01,10964.64,2025-09,-10565.45
regime_switch_hybrid,ALICEUSDT,0.25,116,5.48,2.88,34.48,1.3161,1.145,1.3,107165.31,35.3,64.7,7.45,2025-11,2765.52,2026-03,-1551.12
regime_switch_hybrid,ALICEUSDT,0.5,116,11.02,5.69,34.48,1.3107,1.145,1.3,114526.89,35.3,64.7,7.45,2025-11,5720.83,2026-03,-3333.37
regime_switch_hybrid,ALICEUSDT,0.75,116,16.61,8.43,34.48,1.3052,1.145,1.3,122059.53,35.3,64.7,7.45,2025-11,8858.98,2026-03,-5358.55
regime_switch_hybrid,ALICEUSDT,1.0,116,22.22,11.09,34.48,1.2996,1.145,1.3,129735.44,35.3,64.7,7.45,2025-11,12171.49,2026-03,-7637.18
momentum_breakout,ALICEUSDT,0.25,52,-2.85,4.93,21.15,0.6409,-1.228,1.3,96322.2,36.5,63.5,3.34,2025-12,569.7,2025-04,-1296.48
momentum_breakout,ALICEUSDT,0.5,52,-5.66,9.64,21.15,0.6375,-1.228,1.3,92716.67,36.5,63.5,3.34,2025-12,1091.46,2025-04,-2584.26
momentum_breakout,ALICEUSDT,0.75,52,-8.44,14.14,21.15,0.6341,-1.228,1.3,89185.8,36.5,63.5,3.34,2025-12,1567.46,2025-04,-3862.4
momentum_breakout,ALICEUSDT,1.0,52,-11.19,18.43,21.15,0.6309,-1.228,1.3,85731.74,36.5,63.5,3.34,2025-12,1999.88,2025-04,-5129.97
ema_crossover,ALICEUSDT,0.25,65,-0.48,3.26,32.31,0.925,-0.806,1.3,99372.98,50.8,49.2,4.18,2026-04,711.56,2025-11,-961.93
ema_crossover,ALICEUSDT,0.5,65,-1.02,6.45,32.31,0.9206,-0.806,1.3,98676.04,50.8,49.2,4.18,2026-04,1384.55,2025-11,-1913.65
ema_crossover,ALICEUSDT,0.75,65,-1.61,9.56,32.31,0.9164,-0.806,1.3,97911.64,50.8,49.2,4.18,2026-04,2019.31,2025-11,-2854.21
ema_crossover,ALICEUSDT,1.0,65,-2.26,12.59,32.31,0.9122,-0.807,1.3,97082.32,50.8,49.2,4.18,2026-04,2616.25,2025-11,-3782.67
bb_mean_reversion,ALICEUSDT,0.25,1292,-65.61,76.94,27.79,0.6219,-4.352,1.3,25039.57,55.0,45.0,83.0,2025-01,4249.99,2025-03,-15847.06
bb_mean_reversion,ALICEUSDT,0.5,1292,-86.15,93.66,27.79,0.6601,-4.334,1.3,7692.37,55.0,45.0,83.0,2025-01,11064.97,2025-03,-26184.27
bb_mean_reversion,ALICEUSDT,0.75,1292,-93.82,98.03,27.79,0.7025,-4.251,1.3,2703.73,55.0,45.0,83.0,2025-01,20349.61,2025-03,-35279.03
bb_mean_reversion,ALICEUSDT,1.0,1292,-96.99,99.31,27.79,0.7393,-4.158,1.3,1060.37,55.0,45.0,83.0,2025-01,30128.9,2025-03,-43387.96
volatility_breakout,ALICEUSDT,0.25,131,7.96,3.41,40.46,1.4785,1.782,1.3,110444.26,49.6,50.4,8.42,2026-03,2374.81,2025-03,-1610.4
volatility_breakout,ALICEUSDT,0.5,131,16.33,6.73,40.46,1.4817,1.782,1.3,121683.56,49.6,50.4,8.42,2026-03,5148.19,2025-03,-3248.29
volatility_breakout,ALICEUSDT,0.75,131,25.12,9.94,40.46,1.4847,1.782,1.3,133744.04,49.6,50.4,8.42,2026-03,8352.23,2025-03,-4912.78
volatility_breakout,ALICEUSDT,1.0,131,34.33,13.05,40.46,1.4877,1.782,1.3,146648.85,49.6,50.4,8.42,2026-03,12018.92,2025-03,-6602.95
regime_switch_hybrid,ALLOUSDT,0.25,28,11.07,1.1,46.43,2.3112,2.542,0.54,105794.5,50.0,50.0,4.35,2026-01,2391.42,2025-12,-507.96
regime_switch_hybrid,ALLOUSDT,0.5,28,23.16,2.19,46.43,2.3117,2.542,0.54,111820.43,50.0,50.0,4.35,2026-01,4778.26,2025-12,-1014.12
regime_switch_hybrid,ALLOUSDT,0.75,28,36.33,3.28,46.43,2.3118,2.542,0.54,118080.95,50.0,50.0,4.35,2026-01,7159.82,2025-12,-1518.45
regime_switch_hybrid,ALLOUSDT,1.0,28,50.65,4.35,46.43,2.3115,2.542,0.54,124578.91,50.0,50.0,4.35,2026-01,9535.43,2025-12,-2020.91
momentum_breakout,ALLOUSDT,0.25,8,3.7,0.51,62.5,3.4655,2.091,0.54,101968.89,37.5,62.5,1.24,2026-02,1080.37,2026-05,286.0
momentum_breakout,ALLOUSDT,0.5,8,7.51,1.01,62.5,3.4345,2.091,0.54,103958.01,37.5,62.5,1.24,2026-02,2171.44,2026-05,581.53
momentum_breakout,ALLOUSDT,0.75,8,11.41,1.52,62.5,3.404,2.091,0.54,105967.24,37.5,62.5,1.24,2026-02,3273.01,2026-05,886.68
momentum_breakout,ALLOUSDT,1.0,8,15.42,2.02,62.5,3.3742,2.091,0.54,107996.42,37.5,62.5,1.24,2026-02,4384.83,2026-05,1201.52
ema_crossover,ALLOUSDT,0.25,43,3.63,2.81,27.91,1.3479,-0.854,0.54,101932.24,51.2,48.8,6.68,2026-05,3987.62,2026-04,-1348.36
ema_crossover,ALLOUSDT,0.5,43,7.08,5.56,27.91,1.339,-0.855,0.54,103737.12,51.2,48.8,6.68,2026-05,7826.93,2026-04,-2661.83
ema_crossover,ALLOUSDT,0.75,43,10.33,8.23,27.91,1.3301,-0.856,0.54,105414.58,51.2,48.8,6.68,2026-05,11517.39,2026-04,-3940.33
ema_crossover,ALLOUSDT,1.0,43,13.38,10.84,27.91,1.321,-0.857,0.54,106964.87,51.2,48.8,6.68,2026-05,15058.77,2026-04,-5183.83
bb_mean_reversion,ALLOUSDT,0.25,588,-75.05,52.51,27.55,0.5286,-6.641,0.54,47493.56,50.5,49.5,91.37,2026-04,-6238.07,2026-02,-10049.0
bb_mean_reversion,ALLOUSDT,0.5,588,-92.07,74.31,27.55,0.5415,-7.44,0.54,25689.42,50.5,49.5,91.37,2026-04,-7531.28,2026-02,-14103.17
bb_mean_reversion,ALLOUSDT,0.75,588,-97.35,85.74,27.55,0.5475,-7.819,0.54,14260.63,50.5,49.5,91.37,2026-05,-6246.81,2025-11,-18456.64
bb_mean_reversion,ALLOUSDT,1.0,588,-99.02,91.61,27.55,0.5552,-7.778,0.54,8387.14,50.5,49.5,91.37,2026-05,-4893.96,2025-11,-23218.09
volatility_breakout,ALLOUSDT,0.25,51,7.11,1.92,39.22,1.4391,1.694,0.54,103751.05,27.5,72.5,7.92,2026-04,1707.6,2026-03,-1019.72
volatility_breakout,ALLOUSDT,0.5,51,14.52,3.81,39.22,1.4329,1.693,0.54,107540.35,27.5,72.5,7.92,2026-04,3463.57,2026-03,-2088.89
volatility_breakout,ALLOUSDT,0.75,51,22.22,5.66,39.22,1.4269,1.692,0.54,111362.76,27.5,72.5,7.92,2026-04,5265.32,2026-03,-3207.44
volatility_breakout,ALLOUSDT,1.0,51,30.22,7.49,39.22,1.4208,1.691,0.54,115212.95,27.5,72.5,7.92,2026-04,7110.16,2026-03,-4375.22
regime_switch_hybrid,APEUSDT,0.25,112,12.85,3.79,41.96,1.8158,2.431,1.3,116980.99,33.0,67.0,7.2,2026-02,3849.47,2025-09,-1994.01
regime_switch_hybrid,APEUSDT,0.5,112,27.03,7.49,41.96,1.8103,2.431,1.3,136396.65,33.0,67.0,7.2,2026-02,8583.8,2025-09,-4378.28
regime_switch_hybrid,APEUSDT,0.75,112,42.64,11.08,41.96,1.8051,2.431,1.3,158519.58,33.0,67.0,7.2,2026-02,14316.93,2025-09,-7196.31
regime_switch_hybrid,APEUSDT,1.0,112,59.77,14.58,41.96,1.8002,2.432,1.3,183641.2,33.0,67.0,7.2,2026-02,21169.54,2025-09,-10494.04
momentum_breakout,APEUSDT,0.25,3,0.55,0.26,66.67,3.7573,0.467,1.3,100709.67,33.3,66.7,0.19,2025-02,358.99,2025-01,350.69
momentum_breakout,APEUSDT,0.5,3,1.09,0.51,66.67,3.7561,0.467,1.3,101418.7,33.3,66.7,0.19,2025-02,720.46,2025-01,698.24
momentum_breakout,APEUSDT,0.75,3,1.64,0.77,66.67,3.7548,0.467,1.3,102127.03,33.3,66.7,0.19,2025-02,1084.38,2025-01,1042.65
momentum_breakout,APEUSDT,1.0,3,2.18,1.03,66.67,3.7534,0.467,1.3,102834.65,33.3,66.7,0.19,2025-02,1450.73,2025-01,1383.93
ema_crossover,APEUSDT,0.25,89,2.77,2.18,37.08,1.3859,0.596,1.3,103607.58,50.6,49.4,5.72,2025-10,4165.74,2025-05,-1650.5
ema_crossover,APEUSDT,0.5,89,5.48,4.33,37.08,1.3802,0.596,1.3,107163.72,50.6,49.4,5.72,2025-10,8296.99,2025-05,-3281.82
ema_crossover,APEUSDT,0.75,89,6.05,6.45,37.08,1.2809,0.474,1.3,107918.71,50.6,49.4,5.72,2025-10,9692.13,2025-05,-4893.17
ema_crossover,APEUSDT,1.0,89,6.28,8.53,37.08,1.2195,0.367,1.3,108218.12,50.6,49.4,5.72,2025-10,10688.41,2025-05,-6483.8
bb_mean_reversion,APEUSDT,0.25,1243,-69.55,78.66,29.36,0.5841,-6.132,1.3,21384.18,52.7,47.3,79.85,2025-12,1670.02,2025-08,-11081.97
bb_mean_reversion,APEUSDT,0.5,1243,-86.41,92.52,29.36,0.6355,-5.431,1.3,7507.37,52.7,47.3,79.85,2025-12,2400.17,2025-01,-14872.79
bb_mean_reversion,APEUSDT,0.75,1243,-93.05,96.87,29.36,0.6726,-4.951,1.3,3148.75,52.7,47.3,79.85,2025-03,3750.14,2025-01,-19872.84
bb_mean_reversion,APEUSDT,1.0,1243,-96.13,98.54,29.36,0.7003,-4.602,1.3,1471.17,52.7,47.3,79.85,2025-03,6126.06,2025-01,-23606.24
volatility_breakout,APEUSDT,0.25,152,-7.03,10.85,24.34,0.6967,-1.769,1.3,90980.78,48.7,51.3,9.77,2026-01,1713.0,2025-12,-3005.76
volatility_breakout,APEUSDT,0.5,152,-13.71,20.64,24.34,0.6906,-1.77,1.3,82595.36,48.7,51.3,9.77,2026-01,3071.24,2025-12,-5473.17
volatility_breakout,APEUSDT,0.75,152,-20.04,29.47,24.34,0.6846,-1.77,1.3,74820.84,48.7,51.3,9.77,2026-01,4122.83,2025-12,-7463.71
volatility_breakout,APEUSDT,1.0,152,-26.03,37.4,24.34,0.6786,-1.771,1.3,67632.41,48.7,51.3,9.77,2026-01,4911.22,2025-12,-9034.27
regime_switch_hybrid,API3USDT,0.25,120,8.38,1.89,37.5,1.4732,1.723,1.3,111003.74,31.7,68.3,7.71,2025-03,3332.7,2025-07,-1026.44
regime_switch_hybrid,API3USDT,0.5,120,17.18,3.75,37.5,1.4682,1.722,1.3,122838.85,31.7,68.3,7.71,2025-03,6744.62,2025-07,-2138.38
regime_switch_hybrid,API3USDT,0.75,120,26.4,5.6,37.5,1.4633,1.721,1.3,135521.56,31.7,68.3,7.71,2025-03,10234.52,2025-07,-3337.25
regime_switch_hybrid,API3USDT,1.0,120,36.03,7.42,37.5,1.4584,1.719,1.3,149062.75,31.7,68.3,7.71,2025-03,13801.06,2025-07,-4624.26
momentum_breakout,API3USDT,0.25,41,1.84,2.6,36.59,1.3467,0.81,1.3,102390.22,43.9,56.1,2.63,2025-11,1230.64,2025-12,-1359.1
momentum_breakout,API3USDT,0.5,41,3.65,5.14,36.59,1.3396,0.809,1.3,104760.77,43.9,56.1,2.63,2025-11,2522.84,2025-12,-2796.3
momentum_breakout,API3USDT,0.75,41,5.44,7.63,36.59,1.3326,0.808,1.3,107108.31,43.9,56.1,2.63,2025-11,3877.06,2025-12,-4312.65
momentum_breakout,API3USDT,1.0,41,7.19,10.05,36.59,1.3257,0.807,1.3,109429.49,43.9,56.1,2.63,2025-11,5293.66,2025-12,-5909.08
ema_crossover,API3USDT,0.25,97,2.85,3.09,40.21,1.3801,0.402,1.3,103717.83,50.5,49.5,6.23,2025-01,2047.72,2025-11,-1078.15
ema_crossover,API3USDT,0.5,97,5.64,6.1,40.21,1.367,0.401,1.3,107382.54,50.5,49.5,6.23,2025-01,4083.42,2025-11,-2241.85
ema_crossover,API3USDT,0.75,97,8.37,9.03,40.21,1.3543,0.401,1.3,110984.57,50.5,49.5,6.23,2025-01,6107.11,2025-11,-3491.96
ema_crossover,API3USDT,1.0,97,11.01,11.88,40.21,1.3421,0.4,1.3,114514.56,50.5,49.5,6.23,2025-01,8118.77,2025-11,-4829.14
bb_mean_reversion,API3USDT,0.25,1220,-60.45,73.42,30.33,0.6686,-3.976,1.3,30021.67,55.2,44.8,78.37,2025-01,6453.85,2025-06,-11299.83
bb_mean_reversion,API3USDT,0.5,1220,-80.49,90.16,30.33,0.7194,-3.621,1.3,12002.7,55.2,44.8,78.37,2025-01,15249.65,2025-06,-18825.35
bb_mean_reversion,API3USDT,0.75,1220,-89.25,95.89,30.33,0.7529,-3.452,1.3,5540.76,55.2,44.8,78.37,2025-01,26607.18,2025-05,-21277.54
bb_mean_reversion,API3USDT,1.0,1220,-94.0,98.21,30.33,0.7762,-3.433,1.3,2601.4,55.2,44.8,78.37,2025-01,36724.88,2025-05,-25359.0
volatility_breakout,API3USDT,0.25,134,2.06,3.16,33.58,1.108,0.51,1.3,102674.28,50.0,50.0,8.61,2025-04,2733.77,2025-01,-1263.38
volatility_breakout,API3USDT,0.5,134,3.97,6.24,33.58,1.1026,0.51,1.3,105179.91,50.0,50.0,8.61,2025-04,5410.47,2025-01,-2524.53
volatility_breakout,API3USDT,0.75,134,5.74,9.24,33.58,1.0974,0.51,1.3,107502.83,50.0,50.0,8.61,2025-04,8027.91,2026-03,-3873.84
volatility_breakout,API3USDT,1.0,134,7.34,12.17,33.58,1.0921,0.51,1.3,109630.04,50.0,50.0,8.61,2025-04,10584.01,2026-03,-5337.78
regime_switch_hybrid,APTUSDT,0.25,113,11.8,2.11,41.59,1.736,2.338,1.3,115572.57,35.4,64.6,7.26,2025-12,4517.49,2026-03,-1150.26
regime_switch_hybrid,APTUSDT,0.5,113,24.7,4.18,41.59,1.7316,2.338,1.3,133152.07,35.4,64.6,7.26,2025-12,10022.67,2026-03,-2646.52
regime_switch_hybrid,APTUSDT,0.75,113,38.75,6.21,41.59,1.727,2.338,1.3,152930.58,35.4,64.6,7.26,2025-12,16639.2,2026-03,-4553.28
regime_switch_hybrid,APTUSDT,1.0,113,54.02,8.2,41.59,1.7223,2.337,1.3,175109.05,35.4,64.6,7.26,2025-12,24498.55,2026-03,-6942.98
momentum_breakout,APTUSDT,0.25,6,1.39,0.26,66.67,4.4734,1.199,1.3,101803.74,33.3,66.7,0.39,2025-02,1099.11,2025-01,704.63
momentum_breakout,APTUSDT,0.5,6,2.78,0.52,66.67,4.463,1.198,1.3,103624.8,33.3,66.7,0.39,2025-02,2219.41,2025-01,1405.39
momentum_breakout,APTUSDT,0.75,6,4.19,0.78,66.67,4.4526,1.198,1.3,105463.12,33.3,66.7,0.39,2025-02,3360.9,2025-01,2102.22
momentum_breakout,APTUSDT,1.0,6,5.6,1.04,66.67,4.4424,1.197,1.3,107318.62,33.3,66.7,0.39,2025-02,4523.57,2025-01,2795.05
ema_crossover,APTUSDT,0.25,81,2.73,2.18,33.33,1.3606,0.583,1.3,103558.21,50.6,49.4,5.2,2025-09,3202.11,2025-02,-1581.73
ema_crossover,APTUSDT,0.5,81,5.34,4.35,33.33,1.3499,0.583,1.3,106985.16,50.6,49.4,5.2,2025-09,6282.09,2025-02,-3153.38
ema_crossover,APTUSDT,0.75,81,7.83,6.52,33.33,1.3393,0.583,1.3,110271.95,50.6,49.4,5.2,2025-09,9239.0,2025-02,-4714.82
ema_crossover,APTUSDT,1.0,81,10.19,8.67,33.33,1.3288,0.583,1.3,113410.4,50.6,49.4,5.2,2025-09,12072.25,2025-02,-6265.9
bb_mean_reversion,APTUSDT,0.25,1448,-79.89,87.53,28.59,0.5093,-7.76,1.3,12487.04,52.7,47.3,93.02,2025-12,-699.88,2025-05,-11141.33
bb_mean_reversion,APTUSDT,0.5,1448,-94.4,97.63,28.59,0.5403,-7.701,1.3,2376.35,52.7,47.3,93.02,2025-12,-297.86,2025-01,-19429.24
bb_mean_reversion,APTUSDT,0.75,1448,-98.26,99.48,28.59,0.5601,-7.701,1.3,522.07,52.7,47.3,93.02,2025-12,-110.75,2025-01,-26783.04
bb_mean_reversion,APTUSDT,1.0,1448,-99.36,99.86,28.59,0.5789,-7.448,1.3,142.46,52.7,47.3,93.02,2025-12,-36.88,2025-01,-32530.39
volatility_breakout,APTUSDT,0.25,131,0.27,5.07,32.06,1.0145,-0.025,1.3,100355.39,48.1,51.9,8.42,2026-01,2967.48,2025-09,-2572.64
volatility_breakout,APTUSDT,0.5,131,0.38,9.93,32.06,1.0101,-0.025,1.3,100494.68,48.1,51.9,8.42,2026-01,5831.03,2025-09,-5096.58
volatility_breakout,APTUSDT,0.75,131,0.32,14.6,32.06,1.0057,-0.025,1.3,100418.32,48.1,51.9,8.42,2026-01,8580.97,2025-09,-7565.35
volatility_breakout,APTUSDT,1.0,131,0.1,19.08,32.06,1.0013,-0.025,1.3,100128.12,48.1,51.9,8.42,2026-01,11208.6,2025-09,-9972.86
