label,pairs,risk_pct,conc,oos_annual,oos_dd,oos_pf,oos_sharpe,oos_win,oos_trades,is_annual,is_dd,is_pf
rr22nt4,1000PEPE+APT+SNX+BNB,0.55,2,123.3,6.66,1.808,4.48,52.5,436,74.0,7.57,1.519
rr22nt4,1000PEPE+APT+BNB+DOGE,0.55,3,142.9,6.35,1.814,4.4,53.0,477,62.0,7.91,1.485
rr22nt4,1000PEPE+APT+BNB+ADA,0.55,2,107.8,5.1,1.725,4.22,51.6,430,62.4,7.44,1.487
rr22nt4,1000PEPE+APT+BCH+LTC,0.55,3,162.8,6.58,1.927,5.36,54.1,464,87.1,7.76,1.619
rr22nt4,1000PEPE+APT+BCH+LTC,0.55,4,158.8,6.58,1.891,5.2,53.6,470,86.2,7.77,1.608
rr22nt4,1000PEPE+APT+BCH+ETH,0.55,2,129.7,5.5,1.962,4.94,53.7,406,84.9,7.0,1.696
rr22nt4,1000PEPE+APT+BCH+ETH,0.6,2,147.3,5.99,1.962,4.94,53.7,406,95.3,7.62,1.692
rr22nt4,1000PEPE+APT+BCH+ETH,0.55,3,130.7,6.1,1.869,4.63,52.8,436,91.1,7.51,1.710
rr22nt4,1000PEPE+APT+BCH+ETH,0.55,4,134.4,6.1,1.877,4.61,52.8,441,86.3,7.51,1.665
rr22nt4,1000PEPE+APT+BCH+DOGE,0.55,3,139.6,6.84,1.855,4.61,52.6,452,84.6,7.61,1.644
rr22nt4,1000PEPE+APT+BCH+DOGE,0.55,4,143.7,7.28,1.864,4.56,52.7,459,84.2,7.61,1.636
rr22nt4,1000PEPE+APT+ETH+DOGE,0.55,2,107.7,7.49,1.806,4.36,51.9,401,73.7,7.36,1.638
rr22nt4,1000PEPE+APT+ETH+ADA,0.55,2,108.5,6.81,1.810,4.33,51.5,404,77.2,7.54,1.626
rr22nt4,1000PEPE+BNB+DOGE+ADA,0.55,3,124.0,7.91,1.713,4.07,51.7,474,62.8,7.37,1.480
rr22nt4,1000PEPE+BNB+DOGE+ADA,0.55,4,129.8,7.91,1.723,4.06,51.9,484,63.9,7.45,1.483
rr22nt4,1000PEPE+BCH+LTC+ETH,0.55,2,135.3,5.81,1.902,5.27,54.3,420,73.9,6.96,1.625
