pairs,risk_pct,oos_annual,oos_dd,oos_pf,oos_sharpe,oos_trades,is_annual,is_dd,is_pf,passes
1000PEPE+ADA+APT,0.45,63.9,5.25,1.62,3.06,346,76.8,7.57,1.77,no
1000PEPE+ADA+APT,0.5,72.8,5.81,1.62,3.06,346,88.1,8.39,1.76,no
1000PEPE+ADA+APT,0.55,82.2,6.37,1.62,3.06,346,100.0,9.2,1.76,no
1000PEPE+ADA+APT,0.6,92.0,6.93,1.61,3.06,346,112.5,10.01,1.75,no
1000PEPE+ADA+APT,0.65,102.3,7.48,1.61,3.06,346,125.8,10.81,1.75,no
1000PEPE+ADA+APT,0.7,113.1,8.03,1.61,3.06,346,139.9,11.61,1.74,no
1000PEPE+ADA+APT,0.75,124.4,8.58,1.61,3.06,346,154.8,12.41,1.74,no
1000PEPE+ADA+BCH,0.45,61.1,8.07,1.65,3.08,326,66.3,8.96,1.75,no
1000PEPE+ADA+BCH,0.5,69.5,8.92,1.65,3.08,326,75.7,9.91,1.75,no
1000PEPE+ADA+BCH,0.55,78.4,9.77,1.65,3.08,326,85.5,10.85,1.74,no
1000PEPE+ADA+BCH,0.6,87.7,10.61,1.65,3.08,326,95.9,11.79,1.74,no
1000PEPE+ADA+BCH,0.65,97.3,11.45,1.65,3.08,326,106.7,12.71,1.74,no
1000PEPE+ADA+BCH,0.7,107.5,12.27,1.65,3.08,326,118.1,13.63,1.74,no
1000PEPE+ADA+BCH,0.75,118.0,13.09,1.64,3.08,326,130.1,14.54,1.73,no
1000PEPE+ADA+BNB,0.45,60.7,7.62,1.56,2.79,349,49.9,9.81,1.55,no
1000PEPE+ADA+BNB,0.5,69.0,8.43,1.55,2.79,349,56.6,10.84,1.54,no
1000PEPE+ADA+BNB,0.55,77.7,9.25,1.55,2.78,349,63.5,11.86,1.54,no
1000PEPE+ADA+BNB,0.6,86.8,10.05,1.55,2.78,349,70.6,12.87,1.53,no
1000PEPE+ADA+BNB,0.65,96.3,10.86,1.54,2.78,349,78.0,13.87,1.53,no
1000PEPE+ADA+BNB,0.7,106.2,11.65,1.54,2.78,349,85.7,14.86,1.53,no
1000PEPE+ADA+BNB,0.75,116.5,12.44,1.54,2.78,349,93.7,15.84,1.52,no
1000PEPE+ADA+BTC,0.45,43.9,8.56,1.41,2.32,333,40.7,16.28,1.46,no
1000PEPE+ADA+BTC,0.5,49.5,9.47,1.41,2.32,333,46.0,17.95,1.45,no
1000PEPE+ADA+BTC,0.55,55.4,10.37,1.40,2.32,333,51.4,19.6,1.45,no
1000PEPE+ADA+BTC,0.6,61.4,11.26,1.40,2.32,333,57.0,21.22,1.44,no
1000PEPE+ADA+BTC,0.65,67.6,12.14,1.39,2.32,333,62.7,22.81,1.44,no
1000PEPE+ADA+BTC,0.7,74.0,13.02,1.39,2.32,333,68.6,24.38,1.44,no
1000PEPE+ADA+BTC,0.75,80.7,13.89,1.39,2.32,333,74.7,25.92,1.43,no
1000PEPE+ADA+DOGE,0.45,64.2,6.82,1.60,2.88,348,54.7,7.78,1.60,no
1000PEPE+ADA+DOGE,0.5,73.1,7.56,1.59,2.88,348,62.2,8.62,1.59,no
1000PEPE+ADA+DOGE,0.55,82.5,8.28,1.59,2.88,348,69.9,9.45,1.58,no
1000PEPE+ADA+DOGE,0.6,92.2,9.01,1.58,2.88,348,78.0,10.28,1.58,no
1000PEPE+ADA+DOGE,0.65,102.4,9.73,1.58,2.88,348,86.4,11.1,1.57,no
1000PEPE+ADA+DOGE,0.7,113.1,10.44,1.57,2.88,348,95.2,11.92,1.57,no
1000PEPE+ADA+DOGE,0.75,124.2,11.15,1.57,2.88,348,104.3,12.73,1.56,no
1000PEPE+ADA+ENS,0.45,80.9,11.28,1.68,3.28,370,58.0,11.18,1.60,no
1000PEPE+ADA+ENS,0.5,92.8,12.46,1.68,3.28,370,66.0,12.38,1.59,no
1000PEPE+ADA+ENS,0.55,105.4,13.63,1.67,3.28,370,74.4,13.57,1.58,no
1000PEPE+ADA+ENS,0.6,118.8,14.79,1.67,3.28,370,83.1,14.75,1.57,no
1000PEPE+ADA+ENS,0.65,132.8,15.94,1.66,3.28,370,92.2,15.92,1.57,no
1000PEPE+ADA+ENS,0.7,147.7,17.07,1.65,3.28,370,101.8,17.09,1.56,no
1000PEPE+ADA+ENS,0.75,163.4,18.19,1.65,3.28,370,111.7,18.24,1.55,no
1000PEPE+ADA+ETH,0.45,71.0,7.81,1.73,3.17,329,55.0,7.81,1.63,no
1000PEPE+ADA+ETH,0.5,81.2,8.65,1.73,3.17,329,62.5,8.65,1.62,no
1000PEPE+ADA+ETH,0.55,91.8,9.48,1.73,3.17,329,70.3,9.48,1.61,no
1000PEPE+ADA+ETH,0.6,103.1,10.31,1.73,3.17,329,78.5,10.31,1.61,no
1000PEPE+ADA+ETH,0.65,114.9,11.13,1.72,3.17,329,87.0,11.13,1.60,no
1000PEPE+ADA+ETH,0.7,127.3,11.94,1.72,3.17,329,95.8,11.95,1.60,no
1000PEPE+ADA+ETH,0.75,140.4,12.75,1.72,3.17,329,105.1,12.76,1.59,no
1000PEPE+ADA+HBAR,0.45,46.6,7.52,1.46,2.53,335,59.7,10.77,1.57,no
1000PEPE+ADA+HBAR,0.5,52.7,8.32,1.45,2.53,335,68.0,11.9,1.57,no
1000PEPE+ADA+HBAR,0.55,59.0,9.11,1.45,2.53,335,76.6,13.03,1.56,no
1000PEPE+ADA+HBAR,0.6,65.5,9.9,1.45,2.53,335,85.7,14.14,1.55,no
1000PEPE+ADA+HBAR,0.65,72.3,10.68,1.44,2.53,335,95.1,15.24,1.54,no
1000PEPE+ADA+HBAR,0.7,79.2,11.45,1.44,2.53,335,104.9,16.33,1.54,no
1000PEPE+ADA+HBAR,0.75,86.4,12.22,1.43,2.53,335,115.2,17.4,1.53,no
1000PEPE+ADA+LTC,0.45,72.5,7.43,1.66,3.3,355,54.3,8.03,1.54,no
1000PEPE+ADA+LTC,0.5,82.9,8.23,1.66,3.3,355,61.7,8.89,1.53,no
1000PEPE+ADA+LTC,0.55,93.9,9.02,1.66,3.3,355,69.4,9.75,1.52,no
1000PEPE+ADA+LTC,0.6,105.5,9.8,1.65,3.3,355,77.3,10.6,1.52,no
1000PEPE+ADA+LTC,0.65,117.7,10.58,1.65,3.3,355,85.6,11.44,1.51,no
1000PEPE+ADA+LTC,0.7,130.6,11.35,1.65,3.29,355,94.3,12.28,1.50,no
1000PEPE+ADA+LTC,0.75,144.1,12.11,1.64,3.29,355,103.2,13.11,1.50,no
1000PEPE+ADA+SNX,0.45,72.5,5.82,1.71,3.35,339,67.9,12.5,1.61,no
1000PEPE+ADA+SNX,0.5,83.0,6.45,1.70,3.35,339,77.5,13.79,1.60,no
1000PEPE+ADA+SNX,0.55,94.0,7.08,1.70,3.35,339,87.7,15.07,1.59,no
1000PEPE+ADA+SNX,0.6,105.6,7.7,1.70,3.35,339,98.3,16.33,1.58,no
1000PEPE+ADA+SNX,0.65,117.8,8.32,1.69,3.35,339,109.6,17.57,1.57,no
1000PEPE+ADA+SNX,0.7,130.6,8.94,1.69,3.35,339,121.3,18.8,1.56,no
1000PEPE+ADA+SNX,0.75,144.2,9.55,1.69,3.35,339,133.7,20.01,1.55,no
1000PEPE+ADA+TON,0.45,70.9,7.53,1.69,3.42,343,57.8,8.92,1.64,no
1000PEPE+ADA+TON,0.5,81.1,8.33,1.69,3.42,343,65.8,9.88,1.63,no
1000PEPE+ADA+TON,0.55,91.8,9.12,1.69,3.42,343,74.1,10.83,1.62,no
1000PEPE+ADA+TON,0.6,103.1,9.91,1.68,3.42,343,82.8,11.76,1.62,no
1000PEPE+ADA+TON,0.65,114.9,10.69,1.68,3.42,343,91.9,12.7,1.61,no
1000PEPE+ADA+TON,0.7,127.4,11.47,1.68,3.42,343,101.4,13.62,1.60,no
1000PEPE+ADA+TON,0.75,140.6,12.24,1.68,3.42,343,111.3,14.54,1.59,no
1000PEPE+ADA+VET,0.45,54.7,7.39,1.52,2.63,366,56.7,14.17,1.59,no
1000PEPE+ADA+VET,0.5,62.1,8.19,1.52,2.63,366,64.4,15.65,1.58,no
1000PEPE+ADA+VET,0.55,69.8,8.98,1.51,2.63,366,72.5,17.12,1.58,no
1000PEPE+ADA+VET,0.6,77.7,9.77,1.51,2.63,366,80.9,18.58,1.57,no
1000PEPE+ADA+VET,0.65,86.0,10.55,1.51,2.63,366,89.7,20.01,1.56,no
1000PEPE+ADA+VET,0.7,94.5,11.32,1.51,2.63,366,98.8,21.43,1.56,no
1000PEPE+ADA+VET,0.75,103.4,12.09,1.51,2.63,366,108.3,22.82,1.55,no
1000PEPE+ADA+WLD,0.45,64.0,7.32,1.62,3.11,350,48.6,10.81,1.52,no
1000PEPE+ADA+WLD,0.5,73.0,8.1,1.61,3.11,350,55.1,11.96,1.51,no
1000PEPE+ADA+WLD,0.55,82.3,8.87,1.61,3.11,350,61.9,13.09,1.50,no
1000PEPE+ADA+WLD,0.6,92.2,9.64,1.61,3.11,350,68.9,14.21,1.50,no
1000PEPE+ADA+WLD,0.65,102.5,10.4,1.61,3.11,350,76.1,15.31,1.49,no
1000PEPE+ADA+WLD,0.7,113.3,11.15,1.60,3.11,350,83.6,16.41,1.48,no
1000PEPE+ADA+WLD,0.75,124.5,11.9,1.60,3.11,350,91.4,17.5,1.48,no
1000PEPE+ADA+XRP,0.45,63.3,8.22,1.61,2.96,339,48.4,11.46,1.56,no
1000PEPE+ADA+XRP,0.5,72.1,9.09,1.60,2.96,339,54.8,12.68,1.55,no
1000PEPE+ADA+XRP,0.55,81.3,9.95,1.60,2.96,339,61.5,13.9,1.54,no
1000PEPE+ADA+XRP,0.6,91.0,10.81,1.59,2.96,339,68.4,15.11,1.54,no
1000PEPE+ADA+XRP,0.65,101.1,11.66,1.59,2.96,339,75.5,16.31,1.53,no
1000PEPE+ADA+XRP,0.7,111.6,12.5,1.58,2.96,339,83.0,17.5,1.53,no
1000PEPE+ADA+XRP,0.75,122.6,13.33,1.58,2.96,339,90.6,18.67,1.52,no
1000PEPE+APT+BCH,0.45,68.6,5.81,1.73,3.44,327,75.3,6.93,1.89,no
1000PEPE+APT+BCH,0.5,78.4,6.44,1.73,3.44,327,86.3,7.67,1.89,no
1000PEPE+APT+BCH,0.55,88.7,7.07,1.73,3.44,327,98.0,8.41,1.89,no
1000PEPE+APT+BCH,0.6,99.6,7.69,1.73,3.44,327,110.3,9.14,1.90,no
1000PEPE+APT+BCH,0.65,111.0,8.31,1.73,3.44,327,123.3,9.87,1.90,no
1000PEPE+APT+BCH,0.7,123.0,8.92,1.73,3.44,327,137.0,10.59,1.90,no
1000PEPE+APT+BCH,0.75,135.5,9.53,1.73,3.44,327,151.6,11.31,1.91,no
1000PEPE+APT+BNB,0.45,68.3,9.33,1.63,3.19,350,58.0,7.94,1.67,no
1000PEPE+APT+BNB,0.5,78.0,10.32,1.62,3.19,350,66.0,8.81,1.67,no
1000PEPE+APT+BNB,0.55,88.2,11.3,1.62,3.19,350,74.3,9.69,1.66,no
1000PEPE+APT+BNB,0.6,99.0,12.27,1.62,3.19,350,83.0,10.56,1.66,no
1000PEPE+APT+BNB,0.65,110.2,13.24,1.61,3.19,350,92.1,11.43,1.66,no
1000PEPE+APT+BNB,0.7,122.0,14.19,1.61,3.19,350,101.5,12.31,1.66,no
1000PEPE+APT+BNB,0.75,134.4,15.14,1.61,3.19,350,111.4,13.17,1.66,no
1000PEPE+APT+BTC,0.45,50.7,6.31,1.47,2.78,334,48.2,15.5,1.56,no
1000PEPE+APT+BTC,0.5,57.5,6.99,1.47,2.78,334,54.6,17.1,1.56,no
1000PEPE+APT+BTC,0.55,64.5,7.66,1.46,2.78,334,61.3,18.68,1.56,no
1000PEPE+APT+BTC,0.6,71.8,8.33,1.46,2.78,334,68.2,20.23,1.56,no
1000PEPE+APT+BTC,0.65,79.4,9.0,1.46,2.78,334,75.3,21.77,1.56,no
1000PEPE+APT+BTC,0.7,87.3,9.66,1.45,2.78,334,82.7,23.28,1.55,no
1000PEPE+APT+BTC,0.75,95.6,10.32,1.45,2.78,334,90.4,24.77,1.55,no
1000PEPE+APT+DOGE,0.45,72.0,7.29,1.67,3.26,349,63.1,8.07,1.72,no
1000PEPE+APT+DOGE,0.5,82.3,8.07,1.67,3.26,349,71.9,8.93,1.72,no
1000PEPE+APT+DOGE,0.55,93.2,8.85,1.66,3.26,349,81.2,9.79,1.71,no
1000PEPE+APT+DOGE,0.6,104.7,9.62,1.66,3.26,349,91.0,10.63,1.71,no
1000PEPE+APT+DOGE,0.65,116.7,10.39,1.65,3.26,349,101.2,11.47,1.71,no
1000PEPE+APT+DOGE,0.7,129.4,11.14,1.65,3.26,349,111.9,12.3,1.70,no
1000PEPE+APT+DOGE,0.75,142.7,11.9,1.64,3.26,349,123.1,13.13,1.70,no
1000PEPE+APT+ENS,0.45,89.5,8.17,1.75,3.6,371,66.5,11.47,1.71,no
1000PEPE+APT+ENS,0.5,103.0,9.04,1.75,3.6,371,76.0,12.68,1.71,no
1000PEPE+APT+ENS,0.55,117.4,9.9,1.74,3.6,371,85.9,13.88,1.71,no
1000PEPE+APT+ENS,0.6,132.8,10.76,1.74,3.6,371,96.4,15.07,1.70,no
1000PEPE+APT+ENS,0.65,149.1,11.61,1.73,3.6,371,107.4,16.25,1.70,no
1000PEPE+APT+ENS,0.7,166.4,12.45,1.73,3.6,371,118.9,17.42,1.70,no
1000PEPE+APT+ENS,0.75,184.9,13.29,1.72,3.6,371,131.0,18.57,1.69,no
1000PEPE+APT+ETH,0.45,79.1,6.03,1.82,3.52,330,63.3,9.16,1.75,no
1000PEPE+APT+ETH,0.5,90.8,6.68,1.82,3.52,330,72.2,10.14,1.75,no
1000PEPE+APT+ETH,0.55,103.1,7.32,1.82,3.52,330,81.5,11.12,1.75,no
1000PEPE+APT+ETH,0.6,116.2,7.96,1.82,3.52,330,91.3,12.09,1.75,no
1000PEPE+APT+ETH,0.65,130.0,8.6,1.82,3.52,330,101.6,13.05,1.74,no
1000PEPE+APT+ETH,0.7,144.6,9.23,1.82,3.52,330,112.3,14.01,1.74,no
1000PEPE+APT+ETH,0.75,160.1,9.86,1.81,3.52,330,123.6,14.96,1.74,no
1000PEPE+APT+HBAR,0.45,53.4,8.04,1.52,2.82,336,68.3,8.97,1.68,no
1000PEPE+APT+HBAR,0.5,60.6,8.9,1.52,2.82,336,78.1,9.93,1.68,no
1000PEPE+APT+HBAR,0.55,68.1,9.77,1.51,2.82,336,88.4,10.89,1.68,no
1000PEPE+APT+HBAR,0.6,75.9,10.63,1.51,2.82,336,99.2,11.84,1.67,no
1000PEPE+APT+HBAR,0.65,84.0,11.48,1.51,2.82,336,110.5,12.79,1.67,no
1000PEPE+APT+HBAR,0.7,92.5,12.33,1.50,2.82,336,122.4,13.73,1.67,no
1000PEPE+APT+HBAR,0.75,101.2,13.17,1.50,2.82,336,135.0,14.66,1.66,no
1000PEPE+APT+LTC,0.45,80.5,7.39,1.73,3.65,356,62.5,10.44,1.65,no
1000PEPE+APT+LTC,0.5,92.4,8.18,1.73,3.65,356,71.3,11.54,1.64,no
1000PEPE+APT+LTC,0.55,105.0,8.97,1.73,3.65,356,80.5,12.64,1.64,no
1000PEPE+APT+LTC,0.6,118.3,9.75,1.73,3.65,356,90.1,13.73,1.63,no
1000PEPE+APT+LTC,0.65,132.5,10.53,1.72,3.65,356,100.1,14.82,1.63,no
1000PEPE+APT+LTC,0.7,147.5,11.3,1.72,3.65,356,110.6,15.89,1.62,no
1000PEPE+APT+LTC,0.75,163.3,12.06,1.72,3.65,356,121.6,16.96,1.62,no
1000PEPE+APT+SNX,0.45,80.5,6.88,1.78,3.68,340,76.9,8.95,1.72,no
1000PEPE+APT+SNX,0.5,92.5,7.62,1.78,3.68,340,88.2,9.92,1.71,no
1000PEPE+APT+SNX,0.55,105.1,8.35,1.78,3.68,340,100.1,10.88,1.71,no
1000PEPE+APT+SNX,0.6,118.5,9.08,1.78,3.68,340,112.7,11.83,1.70,no
1000PEPE+APT+SNX,0.65,132.7,9.8,1.77,3.68,340,126.1,12.78,1.69,no
1000PEPE+APT+SNX,0.7,147.7,10.52,1.77,3.68,340,140.2,13.73,1.69,no
1000PEPE+APT+SNX,0.75,163.6,11.23,1.77,3.68,340,155.1,14.66,1.68,no
1000PEPE+APT+TON,0.45,79.0,6.02,1.77,3.78,344,66.2,6.58,1.77,no
1000PEPE+APT+TON,0.5,90.7,6.66,1.77,3.78,344,75.6,7.3,1.76,no
1000PEPE+APT+TON,0.55,103.0,7.31,1.76,3.78,344,85.5,8.01,1.76,no
1000PEPE+APT+TON,0.6,116.1,7.94,1.76,3.78,344,95.9,8.72,1.75,no
1000PEPE+APT+TON,0.65,130.0,8.58,1.76,3.78,344,106.9,9.42,1.75,no
1000PEPE+APT+TON,0.7,144.7,9.21,1.76,3.78,344,118.4,10.12,1.74,no
1000PEPE+APT+TON,0.75,160.3,9.84,1.76,3.78,344,130.4,10.82,1.74,no
1000PEPE+APT+VET,0.45,62.1,7.29,1.58,3.02,367,65.1,11.7,1.71,no
1000PEPE+APT+VET,0.5,70.8,8.07,1.58,3.02,367,74.3,12.95,1.70,no
1000PEPE+APT+VET,0.55,79.8,8.84,1.58,3.02,367,84.0,14.19,1.70,no
1000PEPE+APT+VET,0.6,89.2,9.61,1.58,3.02,367,94.1,15.41,1.70,no
1000PEPE+APT+VET,0.65,99.1,10.38,1.58,3.02,367,104.7,16.63,1.70,no
1000PEPE+APT+VET,0.7,109.5,11.13,1.58,3.02,367,115.8,17.83,1.70,no
1000PEPE+APT+VET,0.75,120.3,11.89,1.58,3.02,367,127.5,19.03,1.69,no
1000PEPE+APT+WLD,0.45,71.5,7.46,1.69,3.38,351,56.5,11.03,1.62,no
1000PEPE+APT+WLD,0.5,81.7,8.25,1.69,3.38,351,64.2,12.21,1.62,no
1000PEPE+APT+WLD,0.55,92.6,9.04,1.68,3.38,351,72.3,13.38,1.61,no
1000PEPE+APT+WLD,0.6,104.0,9.83,1.68,3.38,351,80.7,14.54,1.61,no
1000PEPE+APT+WLD,0.65,116.0,10.61,1.68,3.38,351,89.5,15.69,1.61,no
1000PEPE+APT+WLD,0.7,128.6,11.38,1.68,3.38,351,98.6,16.84,1.60,no
1000PEPE+APT+WLD,0.75,141.8,12.15,1.68,3.38,351,108.2,17.97,1.60,no
1000PEPE+APT+XRP,0.45,71.1,6.24,1.68,3.33,340,56.4,9.67,1.68,no
1000PEPE+APT+XRP,0.5,81.3,6.91,1.68,3.33,340,64.2,10.71,1.68,no
1000PEPE+APT+XRP,0.55,92.1,7.58,1.68,3.33,340,72.3,11.74,1.67,no
1000PEPE+APT+XRP,0.6,103.4,8.24,1.67,3.33,340,80.7,12.76,1.67,no
1000PEPE+APT+XRP,0.65,115.3,8.9,1.67,3.33,340,89.5,13.77,1.67,no
1000PEPE+APT+XRP,0.7,127.8,9.56,1.66,3.33,340,98.7,14.78,1.67,no
1000PEPE+APT+XRP,0.75,141.0,10.21,1.66,3.33,340,108.3,15.77,1.67,no
1000PEPE+BCH+BNB,0.45,65.5,7.94,1.66,3.2,330,48.6,9.31,1.63,no
1000PEPE+BCH+BNB,0.5,74.7,8.79,1.66,3.2,330,55.1,10.3,1.63,no
1000PEPE+BCH+BNB,0.55,84.4,9.63,1.66,3.2,330,61.8,11.28,1.63,no
1000PEPE+BCH+BNB,0.6,94.6,10.46,1.66,3.2,330,68.7,12.25,1.63,no
1000PEPE+BCH+BNB,0.65,105.3,11.28,1.65,3.2,330,75.9,13.22,1.63,no
1000PEPE+BCH+BNB,0.7,116.4,12.1,1.65,3.2,330,83.3,14.17,1.63,no
1000PEPE+BCH+BNB,0.75,128.1,12.91,1.65,3.2,330,91.0,15.14,1.63,no
1000PEPE+BCH+BTC,0.45,48.2,8.86,1.49,2.71,314,39.3,14.13,1.51,no
1000PEPE+BCH+BTC,0.5,54.5,9.81,1.49,2.71,314,44.4,15.59,1.51,no
1000PEPE+BCH+BTC,0.55,61.2,10.74,1.49,2.71,314,49.5,17.03,1.52,no
1000PEPE+BCH+BTC,0.6,68.0,11.66,1.48,2.71,314,54.9,18.45,1.52,no
1000PEPE+BCH+BTC,0.65,75.1,12.58,1.48,2.71,314,60.4,19.85,1.52,no
1000PEPE+BCH+BTC,0.7,82.5,13.49,1.48,2.71,314,66.0,21.22,1.52,no
1000PEPE+BCH+BTC,0.75,90.3,14.39,1.47,2.71,314,71.8,22.58,1.52,no
1000PEPE+BCH+DOGE,0.45,69.2,5.8,1.71,3.38,329,53.4,7.97,1.69,no
1000PEPE+BCH+DOGE,0.5,79.1,6.42,1.71,3.38,329,60.6,8.83,1.68,no
1000PEPE+BCH+DOGE,0.55,89.5,7.05,1.70,3.38,329,68.2,9.67,1.68,no
1000PEPE+BCH+DOGE,0.6,100.5,7.67,1.70,3.38,329,76.1,10.51,1.68,no
1000PEPE+BCH+DOGE,0.65,112.0,8.28,1.70,3.38,329,84.3,11.34,1.68,no
1000PEPE+BCH+DOGE,0.7,124.0,8.9,1.69,3.38,329,92.8,12.16,1.68,no
1000PEPE+BCH+DOGE,0.75,136.8,9.51,1.69,3.37,329,101.6,12.98,1.68,no
1000PEPE+BCH+ENS,0.45,86.5,10.07,1.79,3.72,351,56.5,11.49,1.68,no
1000PEPE+BCH+ENS,0.5,99.5,11.13,1.79,3.72,351,64.2,12.71,1.68,no
1000PEPE+BCH+ENS,0.55,113.3,12.19,1.79,3.72,351,72.3,13.91,1.68,no
1000PEPE+BCH+ENS,0.6,128.1,13.23,1.79,3.72,351,80.7,15.1,1.68,no
1000PEPE+BCH+ENS,0.65,143.7,14.27,1.78,3.72,351,89.5,16.28,1.68,no
1000PEPE+BCH+ENS,0.7,160.3,15.29,1.78,3.72,351,98.6,17.45,1.68,no
1000PEPE+BCH+ENS,0.75,178.0,16.31,1.78,3.72,351,108.2,18.61,1.68,no
1000PEPE+BCH+ETH,0.45,76.2,6.81,1.86,3.65,310,53.6,7.74,1.72,no
1000PEPE+BCH+ETH,0.5,87.4,7.54,1.87,3.65,310,60.9,8.57,1.72,no
1000PEPE+BCH+ETH,0.55,99.2,8.27,1.87,3.65,310,68.5,9.41,1.72,no
1000PEPE+BCH+ETH,0.6,111.7,8.99,1.87,3.65,310,76.5,10.23,1.72,no
1000PEPE+BCH+ETH,0.65,124.9,9.72,1.87,3.65,310,84.7,11.05,1.72,no
1000PEPE+BCH+ETH,0.7,138.9,10.43,1.87,3.65,310,93.3,11.87,1.72,no
1000PEPE+BCH+ETH,0.75,153.7,11.14,1.87,3.65,310,102.2,12.68,1.72,no
1000PEPE+BCH+HBAR,0.45,50.9,7.03,1.55,2.94,316,58.3,6.08,1.66,no
1000PEPE+BCH+HBAR,0.5,57.8,7.78,1.55,2.93,316,66.3,6.74,1.65,no
1000PEPE+BCH+HBAR,0.55,64.9,8.53,1.54,2.93,316,74.7,7.4,1.65,no
1000PEPE+BCH+HBAR,0.6,72.3,9.28,1.54,2.93,316,83.5,8.05,1.65,no
1000PEPE+BCH+HBAR,0.65,80.0,10.02,1.54,2.93,316,92.7,8.7,1.65,no
1000PEPE+BCH+HBAR,0.7,87.9,10.76,1.54,2.93,316,102.2,9.35,1.65,no
1000PEPE+BCH+HBAR,0.75,96.2,11.49,1.53,2.93,316,112.2,9.99,1.65,no
1000PEPE+BCH+LTC,0.45,77.6,6.92,1.77,3.66,336,52.8,10.25,1.61,no
1000PEPE+BCH+LTC,0.5,89.0,7.67,1.77,3.66,336,60.0,11.34,1.61,no
1000PEPE+BCH+LTC,0.55,101.0,8.41,1.77,3.66,336,67.4,12.43,1.61,no
1000PEPE+BCH+LTC,0.6,113.8,9.15,1.77,3.66,336,75.1,13.5,1.61,no
1000PEPE+BCH+LTC,0.65,127.3,9.89,1.77,3.66,336,83.1,14.57,1.60,no
1000PEPE+BCH+LTC,0.7,141.5,10.62,1.77,3.66,336,91.5,15.63,1.60,no
1000PEPE+BCH+LTC,0.75,156.6,11.35,1.77,3.66,336,100.1,16.68,1.60,no
1000PEPE+BCH+SNX,0.45,77.6,8.17,1.83,3.79,320,66.6,10.05,1.70,no
1000PEPE+BCH+SNX,0.5,89.0,9.04,1.83,3.79,320,76.1,11.12,1.70,no
1000PEPE+BCH+SNX,0.55,101.2,9.9,1.83,3.79,320,86.0,12.19,1.69,no
1000PEPE+BCH+SNX,0.6,114.0,10.75,1.83,3.79,320,96.5,13.24,1.69,no
1000PEPE+BCH+SNX,0.65,127.5,11.6,1.83,3.79,320,107.4,14.29,1.68,no
1000PEPE+BCH+SNX,0.7,141.8,12.44,1.83,3.79,320,118.9,15.32,1.68,no
1000PEPE+BCH+SNX,0.75,157.0,13.27,1.83,3.79,320,131.0,16.35,1.68,no
1000PEPE+BCH+TON,0.45,76.0,6.59,1.81,3.74,324,56.3,6.95,1.74,no
1000PEPE+BCH+TON,0.5,87.1,7.3,1.81,3.74,324,64.1,7.69,1.74,no
1000PEPE+BCH+TON,0.55,98.9,8.0,1.81,3.74,324,72.2,8.43,1.74,no
1000PEPE+BCH+TON,0.6,111.4,8.7,1.81,3.74,324,80.6,9.17,1.74,no
1000PEPE+BCH+TON,0.65,124.5,9.4,1.81,3.74,324,89.5,9.9,1.73,no
1000PEPE+BCH+TON,0.7,138.4,10.09,1.81,3.74,324,98.7,10.62,1.73,no
1000PEPE+BCH+TON,0.75,153.2,10.78,1.82,3.74,324,108.2,11.34,1.73,no
1000PEPE+BCH+VET,0.45,59.4,7.32,1.61,3.04,347,55.5,9.41,1.67,no
1000PEPE+BCH+VET,0.5,67.7,8.11,1.61,3.04,347,63.1,10.43,1.67,no
1000PEPE+BCH+VET,0.55,76.2,8.89,1.61,3.04,347,71.0,11.44,1.68,no
1000PEPE+BCH+VET,0.6,85.2,9.67,1.62,3.04,347,79.3,12.46,1.68,no
1000PEPE+BCH+VET,0.65,94.6,10.44,1.62,3.04,347,87.9,13.46,1.68,no
1000PEPE+BCH+VET,0.7,104.3,11.21,1.62,3.04,347,96.8,14.46,1.68,no
1000PEPE+BCH+VET,0.75,114.5,11.98,1.62,3.04,347,106.2,15.46,1.68,no
1000PEPE+BCH+WLD,0.45,68.9,6.68,1.73,3.51,331,47.4,10.16,1.59,no
1000PEPE+BCH+WLD,0.5,78.7,7.41,1.73,3.51,331,53.6,11.24,1.59,no
1000PEPE+BCH+WLD,0.55,89.1,8.14,1.73,3.51,331,60.2,12.3,1.58,no
1000PEPE+BCH+WLD,0.6,100.0,8.86,1.73,3.51,331,66.9,13.36,1.58,no
1000PEPE+BCH+WLD,0.65,111.5,9.58,1.73,3.51,331,73.9,14.41,1.58,no
1000PEPE+BCH+WLD,0.7,123.5,10.29,1.73,3.51,331,81.1,15.45,1.58,no
1000PEPE+BCH+WLD,0.75,136.2,11.0,1.73,3.51,331,88.6,16.47,1.58,no
1000PEPE+BCH+XRP,0.45,68.2,7.0,1.72,3.4,320,47.0,10.51,1.64,no
1000PEPE+BCH+XRP,0.5,77.9,7.75,1.72,3.4,320,53.2,11.63,1.64,no
1000PEPE+BCH+XRP,0.55,88.1,8.5,1.71,3.4,320,59.6,12.73,1.64,no
1000PEPE+BCH+XRP,0.6,98.9,9.25,1.71,3.4,320,66.3,13.83,1.64,no
1000PEPE+BCH+XRP,0.65,110.2,9.99,1.71,3.4,320,73.2,14.91,1.64,no
1000PEPE+BCH+XRP,0.7,122.0,10.72,1.71,3.4,320,80.4,15.98,1.64,no
1000PEPE+BCH+XRP,0.75,134.5,11.46,1.70,3.4,320,87.8,17.04,1.64,no
1000PEPE+BNB+BTC,0.45,47.9,8.69,1.43,2.48,337,25.6,17.03,1.33,no
1000PEPE+BNB+BTC,0.5,54.2,9.61,1.42,2.48,337,28.7,18.77,1.32,no
