pairs,risk_pct,oos_annual,oos_dd,oos_pf,oos_sharpe,oos_trades,is_annual,is_dd,is_pf,passes
ADA+BCH+TON,0.75,154.4,15.58,1.82,3.69,327,118.8,13.47,1.71,no
ADA+BCH+VET,0.45,60.1,7.52,1.61,2.95,350,59.9,10.1,1.66,no
ADA+BCH+VET,0.5,68.4,8.32,1.62,2.95,350,68.2,11.17,1.66,no
ADA+BCH+VET,0.55,77.0,9.12,1.62,2.95,350,76.8,12.23,1.66,no
ADA+BCH+VET,0.6,86.1,9.91,1.62,2.95,350,85.8,13.27,1.66,no
ADA+BCH+VET,0.65,95.6,10.69,1.62,2.95,350,95.3,14.31,1.66,no
ADA+BCH+VET,0.7,105.4,11.46,1.63,2.95,350,105.1,15.33,1.66,no
ADA+BCH+VET,0.75,115.7,12.23,1.63,2.95,350,115.3,16.35,1.66,no
ADA+BCH+WLD,0.45,69.7,9.41,1.73,3.63,334,51.9,7.17,1.58,no
ADA+BCH+WLD,0.5,79.7,10.4,1.73,3.63,334,58.9,7.94,1.58,no
ADA+BCH+WLD,0.55,90.2,11.38,1.73,3.63,334,66.1,8.71,1.58,no
ADA+BCH+WLD,0.6,101.3,12.35,1.73,3.63,334,73.7,9.47,1.58,no
ADA+BCH+WLD,0.65,113.0,13.31,1.73,3.63,334,81.6,10.23,1.57,no
ADA+BCH+WLD,0.7,125.3,14.26,1.73,3.63,334,89.7,10.98,1.57,no
ADA+BCH+WLD,0.75,138.2,15.2,1.73,3.63,334,98.2,11.73,1.57,no
ADA+BCH+XRP,0.45,69.0,10.42,1.72,3.36,323,51.5,10.73,1.63,no
ADA+BCH+XRP,0.5,78.8,11.52,1.72,3.36,323,58.4,11.85,1.63,no
ADA+BCH+XRP,0.55,89.2,12.6,1.72,3.36,323,65.5,12.97,1.63,no
ADA+BCH+XRP,0.6,100.1,13.67,1.72,3.36,323,73.0,14.06,1.62,no
ADA+BCH+XRP,0.65,111.5,14.73,1.71,3.36,323,80.7,15.15,1.62,no
ADA+BCH+XRP,0.7,123.6,15.77,1.71,3.36,323,88.8,16.22,1.62,no
ADA+BCH+XRP,0.75,136.2,16.81,1.71,3.36,323,97.1,17.28,1.62,no
ADA+BNB+BTC,0.45,48.5,8.18,1.43,2.39,340,29.6,11.52,1.34,no
ADA+BNB+BTC,0.5,54.9,9.05,1.43,2.39,340,33.2,12.77,1.34,no
ADA+BNB+BTC,0.55,61.5,9.91,1.42,2.39,340,36.9,14.02,1.34,no
ADA+BNB+BTC,0.6,68.3,10.76,1.42,2.39,340,40.6,15.27,1.34,no
ADA+BNB+BTC,0.65,75.3,11.61,1.42,2.39,340,44.5,16.5,1.34,no
ADA+BNB+BTC,0.7,82.7,12.44,1.41,2.39,340,48.3,17.73,1.33,no
ADA+BNB+BTC,0.75,90.4,13.28,1.41,2.39,340,52.3,18.95,1.33,no
ADA+BNB+DOGE,0.45,69.9,8.16,1.61,2.91,355,42.4,7.25,1.48,no
ADA+BNB+DOGE,0.5,79.8,9.03,1.61,2.91,355,47.8,8.04,1.47,no
ADA+BNB+DOGE,0.55,90.2,9.89,1.60,2.91,355,53.5,8.82,1.47,no
ADA+BNB+DOGE,0.6,101.2,10.75,1.60,2.91,355,59.3,9.61,1.47,no
ADA+BNB+DOGE,0.65,112.7,11.6,1.59,2.91,355,65.2,10.39,1.46,no
ADA+BNB+DOGE,0.7,124.7,12.44,1.59,2.91,355,71.4,11.16,1.46,no
ADA+BNB+DOGE,0.75,137.3,13.28,1.58,2.91,355,77.7,11.94,1.46,no
ADA+BNB+ENS,0.45,87.3,12.65,1.69,3.3,377,45.5,10.32,1.49,no
ADA+BNB+ENS,0.5,100.4,13.97,1.68,3.3,377,51.5,11.41,1.48,no
ADA+BNB+ENS,0.55,114.2,15.27,1.68,3.3,377,57.6,12.48,1.48,no
ADA+BNB+ENS,0.6,129.0,16.56,1.67,3.3,377,64.0,13.54,1.47,no
ADA+BNB+ENS,0.65,144.6,17.82,1.67,3.29,377,70.6,14.59,1.47,no
ADA+BNB+ENS,0.7,161.2,19.08,1.66,3.29,377,77.4,15.62,1.47,no
ADA+BNB+ENS,0.75,178.8,20.31,1.65,3.29,377,84.4,16.64,1.46,no
ADA+BNB+ETH,0.45,76.9,10.01,1.74,3.19,336,42.6,8.09,1.50,no
ADA+BNB+ETH,0.5,88.1,11.07,1.74,3.19,336,48.2,8.95,1.50,no
ADA+BNB+ETH,0.55,99.9,12.13,1.73,3.19,336,53.9,9.82,1.50,no
ADA+BNB+ETH,0.6,112.4,13.17,1.73,3.19,336,59.7,10.67,1.49,no
ADA+BNB+ETH,0.65,125.5,14.21,1.73,3.19,336,65.8,11.52,1.49,no
ADA+BNB+ETH,0.7,139.4,15.24,1.73,3.19,336,72.0,12.37,1.49,no
ADA+BNB+ETH,0.75,154.1,16.25,1.72,3.19,336,78.4,13.21,1.49,no
ADA+BNB+HBAR,0.45,51.4,10.89,1.48,2.48,342,47.1,10.88,1.47,no
ADA+BNB+HBAR,0.5,58.3,12.05,1.47,2.48,342,53.3,12.03,1.47,no
ADA+BNB+HBAR,0.55,65.4,13.19,1.47,2.48,342,59.7,13.17,1.46,no
ADA+BNB+HBAR,0.6,72.8,14.33,1.46,2.48,342,66.3,14.31,1.46,no
ADA+BNB+HBAR,0.65,80.4,15.46,1.46,2.48,342,73.1,15.43,1.45,no
ADA+BNB+HBAR,0.7,88.3,16.57,1.46,2.48,342,80.2,16.54,1.45,no
ADA+BNB+HBAR,0.75,96.5,17.68,1.45,2.48,342,87.5,17.64,1.45,no
ADA+BNB+LTC,0.45,77.8,8.9,1.67,3.26,362,42.1,7.48,1.44,no
ADA+BNB+LTC,0.5,89.2,9.85,1.67,3.26,362,47.6,8.28,1.43,no
ADA+BNB+LTC,0.55,101.2,10.79,1.67,3.26,362,53.2,9.09,1.43,no
ADA+BNB+LTC,0.6,113.9,11.71,1.67,3.26,362,59.0,9.88,1.42,no
ADA+BNB+LTC,0.65,127.2,12.63,1.66,3.26,362,64.9,10.68,1.42,no
ADA+BNB+LTC,0.7,141.4,13.55,1.66,3.26,362,71.0,11.46,1.42,no
ADA+BNB+LTC,0.75,156.2,14.45,1.66,3.26,362,77.3,12.25,1.41,no
ADA+BNB+SNX,0.45,78.0,6.94,1.71,3.42,346,54.6,11.84,1.51,no
ADA+BNB+SNX,0.5,89.4,7.68,1.71,3.42,346,62.0,13.08,1.51,no
ADA+BNB+SNX,0.55,101.4,8.42,1.71,3.42,346,69.7,14.3,1.50,no
ADA+BNB+SNX,0.6,114.2,9.15,1.70,3.42,346,77.7,15.51,1.49,no
ADA+BNB+SNX,0.65,127.7,9.87,1.70,3.42,346,86.0,16.7,1.49,no
ADA+BNB+SNX,0.7,141.9,10.59,1.70,3.42,346,94.7,17.88,1.48,no
ADA+BNB+SNX,0.75,156.9,11.3,1.69,3.42,346,103.7,19.04,1.48,no
ADA+BNB+TON,0.45,76.4,8.4,1.70,3.5,350,45.3,9.24,1.52,no
ADA+BNB+TON,0.5,87.5,9.3,1.70,3.5,350,51.2,10.21,1.52,no
ADA+BNB+TON,0.55,99.3,10.19,1.69,3.5,350,57.4,11.18,1.51,no
ADA+BNB+TON,0.6,111.8,11.08,1.69,3.5,350,63.8,12.14,1.51,no
ADA+BNB+TON,0.65,124.9,11.96,1.69,3.5,350,70.3,13.09,1.50,no
ADA+BNB+TON,0.7,138.8,12.83,1.69,3.5,350,77.2,14.02,1.50,no
ADA+BNB+TON,0.75,153.4,13.7,1.69,3.5,350,84.2,14.95,1.50,no
ADA+BNB+VET,0.45,59.9,7.03,1.53,2.61,373,44.2,12.71,1.47,no
ADA+BNB+VET,0.5,68.1,7.78,1.53,2.61,373,49.9,14.04,1.47,no
ADA+BNB+VET,0.55,76.7,8.53,1.53,2.61,373,55.9,15.35,1.47,no
ADA+BNB+VET,0.6,85.6,9.28,1.53,2.61,373,62.0,16.65,1.47,no
ADA+BNB+VET,0.65,94.9,10.01,1.53,2.61,373,68.2,17.93,1.46,no
ADA+BNB+VET,0.7,104.5,10.75,1.53,2.61,373,74.7,19.19,1.46,no
ADA+BNB+VET,0.75,114.6,11.48,1.53,2.61,373,81.4,20.43,1.46,no
ADA+BNB+WLD,0.45,69.2,10.03,1.63,3.29,357,36.9,9.52,1.41,no
ADA+BNB+WLD,0.5,79.1,11.08,1.62,3.29,357,41.5,10.55,1.40,no
ADA+BNB+WLD,0.55,89.5,12.12,1.62,3.29,357,46.3,11.58,1.40,no
ADA+BNB+WLD,0.6,100.4,13.15,1.62,3.29,357,51.2,12.6,1.40,no
ADA+BNB+WLD,0.65,111.8,14.17,1.62,3.29,357,56.2,13.62,1.39,no
ADA+BNB+WLD,0.7,123.8,15.17,1.61,3.29,357,61.4,14.62,1.39,no
ADA+BNB+WLD,0.75,136.5,16.16,1.61,3.29,357,66.7,15.63,1.38,no
ADA+BNB+XRP,0.45,68.9,9.95,1.62,2.93,346,36.6,9.54,1.43,no
ADA+BNB+XRP,0.5,78.7,11.0,1.61,2.93,346,41.3,10.56,1.43,no
ADA+BNB+XRP,0.55,88.9,12.05,1.61,2.93,346,46.0,11.57,1.43,no
ADA+BNB+XRP,0.6,99.7,13.09,1.60,2.93,346,50.9,12.57,1.43,no
ADA+BNB+XRP,0.65,111.0,14.11,1.60,2.93,346,55.9,13.57,1.42,no
ADA+BNB+XRP,0.7,122.8,15.13,1.59,2.93,346,61.0,14.56,1.42,no
ADA+BNB+XRP,0.75,135.3,16.14,1.59,2.93,346,66.2,15.54,1.42,no
ADA+BTC+DOGE,0.45,51.8,7.21,1.47,2.54,339,33.7,11.07,1.39,no
ADA+BTC+DOGE,0.5,58.7,7.99,1.46,2.54,339,37.8,12.23,1.38,no
ADA+BTC+DOGE,0.55,65.9,8.77,1.46,2.54,339,42.1,13.39,1.38,no
ADA+BTC+DOGE,0.6,73.4,9.54,1.45,2.54,339,46.5,14.52,1.38,no
ADA+BTC+DOGE,0.65,81.1,10.31,1.45,2.54,339,51.0,15.65,1.38,no
ADA+BTC+DOGE,0.7,89.1,11.08,1.44,2.54,339,55.5,16.76,1.37,no
ADA+BTC+DOGE,0.75,97.6,11.84,1.44,2.55,339,60.1,17.87,1.37,no
ADA+BTC+ENS,0.45,67.1,11.28,1.54,2.88,361,36.7,13.73,1.40,no
ADA+BTC+ENS,0.5,76.5,12.46,1.54,2.88,361,41.3,15.18,1.39,no
ADA+BTC+ENS,0.55,86.4,13.63,1.53,2.88,361,46.1,16.61,1.39,no
ADA+BTC+ENS,0.6,96.7,14.79,1.53,2.88,361,51.0,18.02,1.39,no
ADA+BTC+ENS,0.65,107.5,15.93,1.52,2.88,361,56.0,19.42,1.38,no
ADA+BTC+ENS,0.7,118.9,17.06,1.51,2.88,361,61.1,20.8,1.38,no
ADA+BTC+ENS,0.75,131.0,18.17,1.51,2.88,361,66.4,22.16,1.38,no
ADA+BTC+ETH,0.45,57.8,8.7,1.57,2.7,320,33.9,10.17,1.41,no
ADA+BTC+ETH,0.5,65.7,9.63,1.57,2.7,320,38.2,11.25,1.40,no
ADA+BTC+ETH,0.55,74.0,10.55,1.57,2.7,320,42.5,12.31,1.40,no
ADA+BTC+ETH,0.6,82.5,11.47,1.56,2.7,320,47.0,13.36,1.40,no
ADA+BTC+ETH,0.65,91.5,12.37,1.56,2.7,320,51.5,14.41,1.40,no
ADA+BTC+ETH,0.7,100.8,13.27,1.55,2.7,320,56.1,15.44,1.39,no
ADA+BTC+ETH,0.75,110.7,14.16,1.55,2.71,320,60.9,16.47,1.39,no
ADA+BTC+HBAR,0.45,35.3,8.3,1.34,2.0,326,38.1,16.48,1.39,no
ADA+BTC+HBAR,0.5,39.7,9.2,1.33,2.0,326,43.0,18.15,1.38,no
ADA+BTC+HBAR,0.55,44.2,10.09,1.33,2.0,326,47.9,19.8,1.38,no
ADA+BTC+HBAR,0.6,48.8,10.97,1.32,2.0,326,53.0,21.41,1.38,no
ADA+BTC+HBAR,0.65,53.5,11.85,1.32,2.0,326,58.2,23.0,1.37,no
ADA+BTC+HBAR,0.7,58.4,12.73,1.31,2.0,326,63.6,24.55,1.37,no
ADA+BTC+HBAR,0.75,63.4,13.6,1.31,2.01,326,69.1,26.08,1.37,no
ADA+BTC+LTC,0.45,59.4,7.47,1.52,2.81,346,33.4,11.51,1.35,no
ADA+BTC+LTC,0.5,67.6,8.27,1.52,2.81,346,37.6,12.77,1.35,no
ADA+BTC+LTC,0.55,76.1,9.06,1.51,2.81,346,41.8,14.01,1.35,no
ADA+BTC+LTC,0.6,85.0,9.84,1.51,2.81,346,46.2,15.26,1.34,no
ADA+BTC+LTC,0.65,94.3,10.62,1.51,2.81,346,50.6,16.49,1.34,no
ADA+BTC+LTC,0.7,104.1,11.39,1.50,2.81,346,55.1,17.73,1.34,no
ADA+BTC+LTC,0.75,114.4,12.16,1.50,2.81,346,59.7,18.95,1.33,no
ADA+BTC+SNX,0.45,59.1,6.05,1.55,2.99,330,45.1,15.24,1.43,no
ADA+BTC+SNX,0.5,67.2,6.71,1.55,2.99,330,51.0,16.81,1.43,no
ADA+BTC+SNX,0.55,75.7,7.36,1.54,2.99,330,57.1,18.35,1.42,no
ADA+BTC+SNX,0.6,84.6,8.0,1.54,2.99,330,63.5,19.86,1.42,no
ADA+BTC+SNX,0.65,93.8,8.65,1.53,2.99,330,70.0,21.35,1.41,no
ADA+BTC+SNX,0.7,103.6,9.29,1.53,2.99,330,76.7,22.82,1.41,no
ADA+BTC+SNX,0.75,113.8,9.93,1.53,3.0,330,83.6,24.26,1.40,no
ADA+BTC+TON,0.45,57.7,7.87,1.54,2.89,334,36.4,12.57,1.43,no
ADA+BTC+TON,0.5,65.6,8.72,1.54,2.89,334,41.0,13.88,1.42,no
ADA+BTC+TON,0.55,73.9,9.56,1.53,2.89,334,45.8,15.17,1.42,no
ADA+BTC+TON,0.6,82.5,10.4,1.53,2.89,334,50.6,16.45,1.42,no
ADA+BTC+TON,0.65,91.5,11.23,1.53,2.89,334,55.6,17.71,1.41,no
ADA+BTC+TON,0.7,100.9,12.06,1.52,2.89,334,60.8,18.95,1.41,no
ADA+BTC+TON,0.75,110.8,12.88,1.52,2.9,334,66.0,20.18,1.41,no
ADA+BTC+VET,0.45,42.9,8.59,1.39,2.22,357,35.3,17.4,1.39,no
ADA+BTC+VET,0.5,48.4,9.5,1.39,2.22,357,39.7,19.18,1.38,no
ADA+BTC+VET,0.55,54.0,10.4,1.39,2.22,357,44.2,20.94,1.38,no
ADA+BTC+VET,0.6,59.9,11.3,1.39,2.22,357,48.9,22.67,1.38,no
ADA+BTC+VET,0.65,65.8,12.19,1.38,2.22,357,53.6,24.37,1.38,no
ADA+BTC+VET,0.7,72.0,13.07,1.38,2.22,357,58.4,26.04,1.37,no
ADA+BTC+VET,0.75,78.5,13.94,1.38,2.22,357,63.3,27.68,1.37,no
ADA+BTC+WLD,0.45,51.5,7.37,1.48,2.79,341,28.5,16.39,1.32,no
ADA+BTC+WLD,0.5,58.5,8.17,1.47,2.79,341,32.0,18.08,1.32,no
ADA+BTC+WLD,0.55,65.7,8.97,1.47,2.79,341,35.6,19.74,1.31,no
ADA+BTC+WLD,0.6,73.1,9.76,1.47,2.79,341,39.2,21.37,1.31,no
ADA+BTC+WLD,0.65,80.8,10.55,1.46,2.79,341,42.9,22.98,1.31,no
ADA+BTC+WLD,0.7,88.9,11.34,1.46,2.79,341,46.6,24.56,1.31,no
ADA+BTC+WLD,0.75,97.4,12.12,1.46,2.8,341,50.4,26.12,1.30,no
ADA+BTC+XRP,0.45,51.0,10.24,1.47,2.58,330,28.2,14.41,1.34,no
ADA+BTC+XRP,0.5,57.8,11.32,1.47,2.58,330,31.6,15.93,1.34,no
ADA+BTC+XRP,0.55,64.8,12.38,1.46,2.58,330,35.1,17.43,1.33,no
ADA+BTC+XRP,0.6,72.1,13.44,1.46,2.58,330,38.6,18.91,1.33,no
ADA+BTC+XRP,0.65,79.7,14.48,1.45,2.58,330,42.2,20.37,1.33,no
ADA+BTC+XRP,0.7,87.6,15.51,1.45,2.58,330,45.9,21.82,1.33,no
ADA+BTC+XRP,0.75,95.9,16.53,1.44,2.59,330,49.5,23.25,1.32,no
ADA+DOGE+ENS,0.45,91.7,11.83,1.73,3.39,376,50.2,8.14,1.53,no
ADA+DOGE+ENS,0.5,105.5,13.07,1.73,3.39,376,56.9,9.02,1.52,no
ADA+DOGE+ENS,0.55,120.3,14.3,1.72,3.39,376,63.9,9.89,1.52,no
ADA+DOGE+ENS,0.6,136.1,15.51,1.71,3.39,376,71.1,10.75,1.51,no
ADA+DOGE+ENS,0.65,152.8,16.71,1.70,3.39,376,78.5,11.61,1.51,no
ADA+DOGE+ENS,0.7,170.7,17.89,1.70,3.39,376,86.3,12.46,1.50,no
ADA+DOGE+ENS,0.75,189.6,19.06,1.69,3.39,376,94.3,13.31,1.50,no
ADA+DOGE+ETH,0.45,81.0,6.4,1.79,3.38,335,47.1,7.38,1.55,no
ADA+DOGE+ETH,0.5,93.0,7.1,1.79,3.38,335,53.4,8.17,1.55,no
ADA+DOGE+ETH,0.55,105.6,7.79,1.78,3.38,335,59.8,8.95,1.54,no
ADA+DOGE+ETH,0.6,119.0,8.48,1.78,3.38,335,66.5,9.73,1.54,no
ADA+DOGE+ETH,0.65,133.2,9.16,1.77,3.38,335,73.3,10.51,1.53,no
ADA+DOGE+ETH,0.7,148.2,9.84,1.77,3.38,335,80.4,11.28,1.53,no
ADA+DOGE+ETH,0.75,164.0,10.52,1.77,3.38,335,87.8,12.04,1.53,no
ADA+DOGE+HBAR,0.45,55.0,7.34,1.51,2.72,341,51.6,11.55,1.51,no
ADA+DOGE+HBAR,0.5,62.5,8.12,1.51,2.72,341,58.6,12.76,1.51,no
ADA+DOGE+HBAR,0.55,70.3,8.9,1.50,2.72,341,65.8,13.96,1.50,no
ADA+DOGE+HBAR,0.6,78.4,9.66,1.50,2.72,341,73.2,15.15,1.50,no
ADA+DOGE+HBAR,0.65,86.8,10.43,1.50,2.72,341,80.9,16.33,1.49,no
ADA+DOGE+HBAR,0.7,95.5,11.18,1.49,2.72,341,88.9,17.49,1.49,no
ADA+DOGE+HBAR,0.75,104.6,11.93,1.49,2.72,341,97.2,18.63,1.48,no
ADA+DOGE+LTC,0.45,82.0,6.72,1.72,3.49,361,46.7,7.05,1.48,no
ADA+DOGE+LTC,0.5,94.1,7.46,1.71,3.49,361,52.8,7.82,1.47,no
ADA+DOGE+LTC,0.55,107.0,8.19,1.71,3.49,361,59.2,8.58,1.47,no
ADA+DOGE+LTC,0.6,120.6,8.92,1.71,3.49,361,65.7,9.34,1.46,no
ADA+DOGE+LTC,0.65,135.1,9.65,1.70,3.49,361,72.5,10.09,1.46,no
ADA+DOGE+LTC,0.7,150.3,10.38,1.70,3.49,361,79.6,10.84,1.45,no
ADA+DOGE+LTC,0.75,166.5,11.1,1.69,3.49,361,86.8,11.59,1.45,no
ADA+DOGE+SNX,0.45,82.0,8.85,1.76,3.59,345,59.5,9.79,1.55,no
ADA+DOGE+SNX,0.5,94.2,9.79,1.76,3.59,345,67.7,10.83,1.55,no
ADA+DOGE+SNX,0.55,107.0,10.72,1.75,3.59,345,76.3,11.86,1.54,no
ADA+DOGE+SNX,0.6,120.7,11.64,1.75,3.58,345,85.3,12.87,1.53,no
ADA+DOGE+SNX,0.65,135.1,12.56,1.75,3.58,345,94.7,13.88,1.52,no
ADA+DOGE+SNX,0.7,150.4,13.46,1.74,3.58,345,104.4,14.88,1.51,no
ADA+DOGE+SNX,0.75,166.6,14.36,1.74,3.58,345,114.6,15.87,1.51,no
ADA+DOGE+TON,0.45,80.3,7.16,1.75,3.65,349,49.9,9.34,1.57,no
ADA+DOGE+TON,0.5,92.2,7.93,1.74,3.65,349,56.6,10.33,1.56,no
ADA+DOGE+TON,0.55,104.8,8.69,1.74,3.65,349,63.5,11.32,1.56,no
ADA+DOGE+TON,0.6,118.1,9.44,1.74,3.65,349,70.7,12.3,1.55,no
ADA+DOGE+TON,0.65,132.2,10.19,1.73,3.65,349,78.2,13.27,1.55,no
ADA+DOGE+TON,0.7,147.1,10.93,1.73,3.65,349,86.0,14.23,1.54,no
ADA+DOGE+TON,0.75,162.9,11.66,1.73,3.65,349,94.0,15.19,1.53,no
ADA+DOGE+VET,0.45,63.6,9.04,1.57,2.75,372,48.7,12.45,1.52,no
ADA+DOGE+VET,0.5,72.4,10.0,1.57,2.74,372,55.1,13.75,1.52,no
ADA+DOGE+VET,0.55,81.7,10.96,1.57,2.74,372,61.8,15.03,1.51,no
ADA+DOGE+VET,0.6,91.3,11.9,1.57,2.74,372,68.7,16.3,1.51,no
ADA+DOGE+VET,0.65,101.4,12.84,1.56,2.74,372,75.9,17.54,1.50,no
ADA+DOGE+VET,0.7,111.9,13.76,1.56,2.74,372,83.2,18.78,1.50,no
ADA+DOGE+VET,0.75,122.8,14.68,1.56,2.74,372,90.9,19.99,1.50,no
ADA+DOGE+WLD,0.45,73.1,8.63,1.67,3.4,356,41.2,9.08,1.45,no
ADA+DOGE+WLD,0.5,83.7,9.54,1.67,3.4,356,46.6,10.07,1.44,no
ADA+DOGE+WLD,0.55,94.8,10.45,1.67,3.4,356,52.0,11.06,1.44,no
ADA+DOGE+WLD,0.6,106.5,11.34,1.66,3.4,356,57.7,12.04,1.43,no
ADA+DOGE+WLD,0.65,118.9,12.23,1.66,3.4,356,63.5,13.02,1.43,no
ADA+DOGE+WLD,0.7,131.9,13.1,1.66,3.4,356,69.5,14.0,1.42,no
ADA+DOGE+WLD,0.75,145.6,13.97,1.65,3.4,356,75.7,14.97,1.42,no
ADA+DOGE+XRP,0.45,72.8,8.13,1.66,3.12,345,40.9,8.47,1.48,no
ADA+DOGE+XRP,0.5,83.3,9.0,1.66,3.12,345,46.2,9.39,1.48,no
ADA+DOGE+XRP,0.55,94.3,9.87,1.65,3.12,345,51.6,10.3,1.47,no
ADA+DOGE+XRP,0.6,105.9,10.73,1.65,3.12,345,57.2,11.2,1.47,no
ADA+DOGE+XRP,0.65,118.1,11.59,1.64,3.12,345,62.9,12.09,1.47,no
ADA+DOGE+XRP,0.7,130.9,12.44,1.63,3.12,345,68.8,12.98,1.46,no
ADA+DOGE+XRP,0.75,144.4,13.29,1.63,3.12,345,74.9,13.87,1.46,no
ADA+ENS+ETH,0.45,99.5,13.5,1.87,3.73,357,50.5,9.02,1.56,no
ADA+ENS+ETH,0.5,114.9,14.89,1.87,3.73,357,57.2,9.98,1.55,no
ADA+ENS+ETH,0.55,131.4,16.27,1.86,3.73,357,64.2,10.94,1.54,no
ADA+ENS+ETH,0.6,149.0,17.62,1.86,3.73,357,71.5,11.88,1.54,no
ADA+ENS+ETH,0.65,167.9,18.95,1.85,3.73,357,79.1,12.82,1.53,no
ADA+ENS+ETH,0.7,188.1,20.27,1.85,3.73,357,86.9,13.74,1.53,no
ADA+ENS+ETH,0.75,209.7,21.57,1.84,3.73,357,95.0,14.66,1.52,no
ADA+ENS+HBAR,0.45,70.8,11.82,1.60,3.01,363,55.0,12.24,1.51,no
ADA+ENS+HBAR,0.5,80.9,13.06,1.59,3.01,363,62.5,13.52,1.51,no
ADA+ENS+HBAR,0.55,91.5,14.29,1.58,3.01,363,70.3,14.78,1.50,no
ADA+ENS+HBAR,0.6,102.7,15.5,1.58,3.01,363,78.4,16.03,1.50,no
ADA+ENS+HBAR,0.65,114.4,16.7,1.57,3.01,363,86.8,17.26,1.49,no
ADA+ENS+HBAR,0.7,126.7,17.88,1.57,3.01,363,95.5,18.48,1.48,no
ADA+ENS+HBAR,0.75,139.7,19.05,1.56,3.01,363,104.7,19.69,1.48,no
ADA+ENS+LTC,0.45,100.5,12.54,1.80,3.89,383,49.8,9.21,1.48,no
ADA+ENS+LTC,0.5,116.1,13.85,1.79,3.89,383,56.5,10.2,1.48,no
ADA+ENS+LTC,0.55,132.9,15.14,1.79,3.89,383,63.4,11.17,1.47,no
ADA+ENS+LTC,0.6,150.8,16.42,1.78,3.89,383,70.5,12.14,1.46,no
ADA+ENS+LTC,0.65,170.1,17.68,1.78,3.89,383,77.9,13.1,1.46,no
ADA+ENS+LTC,0.7,190.7,18.93,1.77,3.89,383,85.6,14.06,1.45,no
ADA+ENS+LTC,0.75,212.7,20.16,1.77,3.89,383,93.6,15.0,1.45,no
ADA+ENS+SNX,0.45,100.6,10.62,1.84,3.87,367,63.1,12.86,1.55,no
ADA+ENS+SNX,0.5,116.2,11.74,1.84,3.87,367,71.9,14.19,1.54,no
ADA+ENS+SNX,0.55,133.0,12.86,1.83,3.87,367,81.2,15.5,1.54,no
ADA+ENS+SNX,0.6,151.0,13.96,1.83,3.87,367,90.8,16.8,1.53,no
ADA+ENS+SNX,0.65,170.3,15.06,1.83,3.87,367,101.0,18.07,1.52,no
ADA+ENS+SNX,0.7,190.9,16.14,1.82,3.87,367,111.6,19.33,1.51,no
ADA+ENS+SNX,0.75,212.9,17.22,1.82,3.87,367,122.7,20.57,1.50,no
ADA+ENS+TON,0.45,98.6,12.0,1.82,4.07,371,53.2,10.61,1.57,no
ADA+ENS+TON,0.5,113.9,13.25,1.82,4.07,371,60.5,11.73,1.56,no
ADA+ENS+TON,0.55,130.3,14.48,1.81,4.07,371,68.0,12.84,1.56,no
ADA+ENS+TON,0.6,147.9,15.7,1.81,4.07,371,75.8,13.94,1.55,no
ADA+ENS+TON,0.65,166.7,16.91,1.81,4.07,371,84.0,15.03,1.54,no
ADA+ENS+TON,0.7,186.8,18.09,1.80,4.06,371,92.5,16.1,1.54,no
ADA+ENS+TON,0.75,208.3,19.27,1.80,4.06,371,101.3,17.17,1.53,no
ADA+ENS+VET,0.45,80.2,11.33,1.65,3.09,394,51.9,13.14,1.52,no
ADA+ENS+VET,0.5,92.0,12.53,1.65,3.09,394,58.8,14.5,1.52,no
ADA+ENS+VET,0.55,104.4,13.71,1.65,3.09,394,66.0,15.85,1.51,no
ADA+ENS+VET,0.6,117.5,14.87,1.65,3.09,394,73.5,17.17,1.51,no
ADA+ENS+VET,0.65,131.3,16.03,1.64,3.08,394,81.3,18.48,1.50,no
ADA+ENS+VET,0.7,145.9,17.17,1.64,3.08,394,89.3,19.8,1.50,no
ADA+ENS+VET,0.75,161.3,18.3,1.64,3.08,394,97.7,21.11,1.49,no
ADA+ENS+WLD,0.45,90.5,13.01,1.75,3.7,378,44.3,10.92,1.46,no
ADA+ENS+WLD,0.5,104.3,14.36,1.75,3.7,378,50.1,12.08,1.45,no
ADA+ENS+WLD,0.55,118.9,15.69,1.74,3.7,378,56.1,13.22,1.44,no
ADA+ENS+WLD,0.6,134.5,17.0,1.74,3.7,378,62.3,14.35,1.44,no
ADA+ENS+WLD,0.65,151.1,18.29,1.74,3.7,378,68.7,15.49,1.43,no
ADA+ENS+WLD,0.7,168.7,19.57,1.73,3.7,378,75.3,16.63,1.43,no
ADA+ENS+WLD,0.75,187.5,20.83,1.73,3.7,378,82.1,17.77,1.42,no
ADA+ENS+XRP,0.45,90.6,13.91,1.74,3.53,367,44.0,10.29,1.49,no
ADA+ENS+XRP,0.5,104.3,15.35,1.74,3.53,367,49.8,11.37,1.48,no
ADA+ENS+XRP,0.55,119.0,16.76,1.73,3.53,367,55.7,12.45,1.48,no
ADA+ENS+XRP,0.6,134.5,18.15,1.72,3.53,367,61.9,13.51,1.47,no
ADA+ENS+XRP,0.65,151.1,19.52,1.72,3.53,367,68.2,14.57,1.47,no
ADA+ENS+XRP,0.7,168.7,20.87,1.71,3.53,367,74.7,15.61,1.46,no
ADA+ENS+XRP,0.75,187.4,22.21,1.70,3.53,367,81.4,16.64,1.46,no
ADA+ETH+HBAR,0.45,61.3,9.14,1.63,3.01,322,51.9,9.48,1.53,no
