label,pairs,risk_pct,conc,oos_annual,oos_dd,oos_pf,oos_sharpe,oos_win,oos_trades,is_annual,is_dd,is_pf
rr18f5,1000PEPE+APT+SNX+BNB+TON,0.5,2,127.6,5.09,1.828,5.02,57.7,544,76.8,7.2,1.538
rr18f5,1000PEPE+APT+SNX+BNB+TON,0.5,3,146.9,6.17,1.813,4.97,57.5,596,85.9,7.2,1.556
rr18f5,1000PEPE+APT+SNX+BNB+TON,0.5,4,158.0,5.83,1.845,5.01,57.9,611,83.2,7.2,1.530
rr18f5,1000PEPE+APT+SNX+BNB+BCH,0.5,2,114.8,5.69,1.750,4.7,57.0,532,88.0,7.71,1.621
rr18f5,1000PEPE+APT+SNX+BNB+BCH,0.5,3,132.7,6.07,1.770,4.77,57.3,574,100.4,7.46,1.636
rr18f5,1000PEPE+APT+SNX+BNB+BCH,0.5,4,139.0,5.9,1.772,4.81,57.5,586,105.4,7.46,1.658
rr18f5,1000PEPE+APT+SNX+BNB+VET,0.5,2,115.2,6.51,1.743,4.59,56.3,551,84.9,6.85,1.594
rr18f5,1000PEPE+APT+SNX+BNB+VET,0.5,3,138.8,7.7,1.764,4.7,56.6,613,87.8,6.85,1.560
rr18f5,1000PEPE+APT+SNX+BNB+VET,0.5,4,150.4,7.22,1.787,4.79,57.0,632,92.2,6.93,1.563
rr18f5,1000PEPE+APT+SNX+TON+BCH,0.5,2,123.3,5.19,1.804,5.08,56.9,524,98.4,6.29,1.650
rr18f5,1000PEPE+APT+SNX+TON+BCH,0.6,2,161.4,6.21,1.797,5.08,56.9,524,126.9,7.51,1.631
rr18f5,1000PEPE+APT+SNX+TON+BCH,0.5,3,140.8,5.92,1.817,5.04,57.1,569,104.0,6.82,1.645
rr18f5,1000PEPE+APT+SNX+TON+BCH,0.5,4,143.2,6.47,1.805,4.92,57.0,583,107.9,7.49,1.657
rr18f5,1000PEPE+APT+SNX+TON+LTC,0.5,2,138.2,5.87,1.884,5.59,57.7,539,94.2,7.2,1.623
rr18f5,1000PEPE+APT+SNX+TON+LTC,0.5,3,153.9,6.07,1.847,5.54,57.4,591,98.4,7.2,1.594
