label,pairs,risk_pct,conc,oos_annual,oos_dd,oos_pf,oos_sharpe,oos_win,oos_trades,is_annual,is_dd,is_pf
rr18exp12nt5,1000PEPE+APT+SNX+BNB+VET,0.55,2,131.9,7.14,1.742,4.59,56.3,551,96.3,7.51,1.590
rr18exp12nt5,1000PEPE+APT+SNX+BNB+VET,0.55,4,173.8,7.92,1.787,4.78,57.0,632,104.9,7.61,1.558
rr18exp12nt5,1000PEPE+APT+SNX+BNB+ADA,0.55,2,138.2,5.96,1.779,4.74,57.1,532,98.3,5.08,1.584
rr18exp12nt5,1000PEPE+APT+SNX+BNB+ADA,0.6,2,157.3,6.49,1.775,4.74,57.1,532,110.8,5.54,1.579
rr18exp12nt5,1000PEPE+APT+SNX+BNB+ADA,0.65,2,177.8,7.01,1.772,4.74,57.1,532,123.9,5.99,1.574
rr18exp12nt5,1000PEPE+APT+SNX+BNB+ADA,0.7,2,200.0,7.54,1.768,4.74,57.1,532,137.9,6.45,1.569
rr18exp12nt5,1000PEPE+APT+SNX+BNB+ADA,0.55,3,155.6,7.11,1.753,4.62,56.8,592,121.7,5.73,1.642
rr18exp12nt5,1000PEPE+APT+SNX+BNB+ADA,0.6,3,177.8,7.74,1.750,4.62,56.8,592,137.9,6.25,1.637
rr18exp12nt5,1000PEPE+APT+SNX+BNB+ADA,0.55,4,167.6,7.25,1.770,4.67,57.1,608,122.5,5.73,1.633
rr18exp12nt5,1000PEPE+APT+SNX+BNB+ADA,0.6,4,192.0,7.89,1.766,4.66,57.1,608,138.8,6.25,1.628
rr18exp12nt5,1000PEPE+APT+SNX+BNB+ENS,0.55,2,152.6,7.19,1.789,5.09,57.5,548,88.6,7.83,1.558
rr18exp12nt5,1000PEPE+APT+SNX+BNB+ENS,0.55,4,189.1,7.23,1.764,4.84,57.5,628,100.8,6.99,1.549
rr18exp12nt5,1000PEPE+APT+SNX+BNB+ENS,0.6,4,217.6,7.88,1.757,4.84,57.5,628,113.5,7.6,1.545
rr18exp12nt5,1000PEPE+APT+SNX+BNB+XRP,0.55,2,122.4,6.94,1.716,4.45,56.2,530,85.2,6.97,1.542
rr18exp12nt5,1000PEPE+APT+SNX+BNB+XRP,0.6,2,138.8,7.56,1.714,4.45,56.2,530,95.6,7.58,1.536
rr18exp12nt5,1000PEPE+APT+SNX+BNB+XRP,0.55,3,134.4,7.87,1.669,4.28,55.9,580,98.2,7.15,1.571
rr18exp12nt5,1000PEPE+APT+SNX+BNB+XRP,0.55,4,139.6,7.21,1.664,4.28,55.9,594,99.6,7.98,1.573
rr18exp12nt5,1000PEPE+APT+SNX+BCH+LTC,0.55,2,147.3,6.83,1.823,5.26,57.3,525,123.9,7.18,1.723
rr18exp12nt5,1000PEPE+APT+SNX+BCH+LTC,0.6,2,168.1,7.44,1.818,5.25,57.3,525,140.6,7.81,1.715
rr18exp12nt5,1000PEPE+APT+SNX+BCH+ETH,0.55,2,129.6,7.53,1.784,4.88,56.8,504,115.1,6.87,1.721
rr18exp12nt5,1000PEPE+APT+SNX+BCH+ADA,0.55,2,127.5,7.48,1.762,4.52,56.0,512,124.2,5.4,1.696
rr18exp12nt5,1000PEPE+APT+SNX+BCH+ADA,0.55,3,148.3,7.79,1.744,4.54,56.2,568,151.7,6.04,1.761
rr18exp12nt5,1000PEPE+APT+SNX+BCH+ENS,0.55,2,150.1,7.59,1.771,4.96,57.0,532,110.1,5.6,1.645
rr18exp12nt5,1000PEPE+APT+SNX+LTC+ADA,0.55,2,149.8,7.02,1.854,5.27,57.3,520,123.6,6.16,1.705
rr18exp12nt5,1000PEPE+APT+SNX+LTC+ADA,0.6,2,171.0,7.63,1.850,5.27,57.3,520,140.2,6.71,1.699
rr18exp12nt5,1000PEPE+APT+SNX+LTC+ENS,0.55,2,172.3,7.02,1.860,5.63,58.0,541,112.7,6.5,1.664
rr18exp12nt5,1000PEPE+APT+SNX+LTC+ENS,0.6,2,197.8,7.63,1.851,5.63,58.0,541,127.5,7.08,1.659
rr18exp12nt5,1000PEPE+APT+SNX+LTC+XRP,0.55,2,135.1,7.03,1.779,5.03,56.5,520,103.9,7.37,1.627
rr18exp12nt5,1000PEPE+APT+SNX+ETH+ADA,0.55,2,121.3,7.98,1.769,4.6,56.1,494,106.0,5.48,1.659
rr18exp12nt5,1000PEPE+APT+SNX+ETH+ENS,0.55,2,142.8,6.46,1.787,5.09,57.0,514,102.1,5.84,1.643
rr18exp12nt5,1000PEPE+APT+SNX+ETH+ENS,0.6,2,162.8,7.03,1.779,5.08,57.0,514,115.2,6.36,1.637
rr18exp12nt5,1000PEPE+APT+SNX+ETH+ENS,0.65,2,184.3,7.6,1.772,5.08,57.0,514,129.0,6.87,1.631
rr18exp12nt5,1000PEPE+APT+SNX+ETH+XRP,0.55,2,112.0,7.68,1.707,4.43,55.6,495,91.0,6.97,1.606
rr18exp12nt5,1000PEPE+APT+SNX+VET+ENS,0.55,2,152.9,7.68,1.809,4.95,56.7,540,106.4,5.99,1.616
rr18exp12nt5,1000PEPE+APT+SNX+VET+XRP,0.55,2,120.3,7.01,1.699,4.36,55.1,530,104.4,6.98,1.618
rr18exp12nt5,1000PEPE+APT+SNX+VET+XRP,0.6,2,136.3,7.62,1.697,4.36,55.1,530,117.8,7.6,1.610
rr18exp12nt5,1000PEPE+APT+SNX+ADA+ENS,0.55,2,147.6,7.36,1.796,4.8,56.7,524,114.3,5.58,1.647
rr18exp12nt5,1000PEPE+APT+SNX+ADA+XRP,0.55,2,114.6,7.98,1.696,4.16,55.0,511,104.2,7.9,1.607
rr18exp12nt5,1000PEPE+APT+BNB+BCH+VET,0.55,3,165.3,5.26,1.789,5.16,57.5,609,102.3,7.68,1.630
rr18exp12nt5,1000PEPE+APT+BNB+BCH+VET,0.55,4,170.2,5.78,1.777,5.09,57.4,626,109.9,7.68,1.650
rr18exp12nt5,1000PEPE+APT+BNB+BCH+ADA,0.55,2,134.0,6.55,1.770,4.86,57.4,531,102.8,6.95,1.667
rr18exp12nt5,1000PEPE+APT+BNB+BCH+ADA,0.6,2,152.4,7.13,1.767,4.86,57.4,531,115.9,7.56,1.664
rr18exp12nt5,1000PEPE+APT+BNB+BCH+ADA,0.55,3,160.6,6.55,1.774,4.91,57.6,588,121.1,6.88,1.704
rr18exp12nt5,1000PEPE+APT+BNB+BCH+ADA,0.6,3,183.7,7.13,1.769,4.91,57.6,588,137.2,7.48,1.700
rr18exp12nt5,1000PEPE+APT+BNB+BCH+ADA,0.55,4,166.9,6.55,1.775,4.82,57.6,602,128.0,6.88,1.735
rr18exp12nt5,1000PEPE+APT+BNB+BCH+ADA,0.6,4,191.2,7.13,1.770,4.82,57.6,602,145.3,7.48,1.734
rr18exp12nt5,1000PEPE+APT+BNB+BCH+ENS,0.55,2,162.0,7.3,1.819,5.28,58.4,553,86.3,7.6,1.603
rr18exp12nt5,1000PEPE+APT+BNB+BCH+ENS,0.55,4,191.7,7.3,1.781,5.16,58.2,622,105.7,7.5,1.641
rr18exp12nt5,1000PEPE+APT+BNB+LTC+ADA,0.55,2,160.5,5.01,1.856,5.45,58.7,545,95.8,6.22,1.618
rr18exp12nt5,1000PEPE+APT+BNB+LTC+ADA,0.6,2,183.7,5.45,1.851,5.45,58.7,545,107.8,6.77,1.615
rr18exp12nt5,1000PEPE+APT+BNB+LTC+ADA,0.65,2,208.9,5.9,1.846,5.45,58.7,545,120.5,7.32,1.612
rr18exp12nt5,1000PEPE+APT+BNB+LTC+ADA,0.7,2,236.2,6.34,1.842,5.45,58.7,545,134.0,7.87,1.609
rr18exp12nt5,1000PEPE+APT+BNB+LTC+ADA,0.55,3,181.9,5.67,1.828,5.36,58.2,608,114.1,6.91,1.663
rr18exp12nt5,1000PEPE+APT+BNB+LTC+ADA,0.6,3,209.1,6.17,1.824,5.36,58.2,608,129.1,7.52,1.660
rr18exp12nt5,1000PEPE+APT+BNB+LTC+ADA,0.55,4,190.4,5.67,1.818,5.25,58.1,632,117.0,7.63,1.651
rr18exp12nt5,1000PEPE+APT+BNB+LTC+ENS,0.55,2,184.0,5.41,1.865,5.75,59.1,572,92.2,7.25,1.619
rr18exp12nt5,1000PEPE+APT+BNB+LTC+ENS,0.6,2,211.6,5.9,1.858,5.75,59.1,572,103.7,7.88,1.617
rr18exp12nt5,1000PEPE+APT+BNB+ETH+ADA,0.55,2,132.0,5.12,1.787,4.8,57.5,517,91.2,5.73,1.658
rr18exp12nt5,1000PEPE+APT+BNB+ETH+ADA,0.6,2,150.0,5.57,1.784,4.8,57.5,517,102.5,6.24,1.657
rr18exp12nt5,1000PEPE+APT+BNB+ETH+ADA,0.65,2,169.3,6.02,1.781,4.8,57.5,517,114.4,6.74,1.656
rr18exp12nt5,1000PEPE+APT+BNB+ETH+ADA,0.7,2,190.1,6.48,1.778,4.8,57.5,517,127.0,7.25,1.656
rr18exp12nt5,1000PEPE+APT+BNB+ETH+ADA,0.75,2,212.4,6.93,1.775,4.8,57.5,517,140.3,7.75,1.655
rr18exp12nt5,1000PEPE+APT+BNB+ETH+ADA,0.55,3,161.4,5.67,1.802,4.92,57.7,582,108.5,5.73,1.686
rr18exp12nt5,1000PEPE+APT+BNB+ETH+ADA,0.6,3,184.6,6.18,1.798,4.92,57.7,582,122.6,6.24,1.684
rr18exp12nt5,1000PEPE+APT+BNB+ETH+ADA,0.65,3,209.8,6.68,1.794,4.91,57.7,582,137.5,6.74,1.682
